"unit_id","type","area","status","price","location","floor_number","transaction_id","customer_id","portfolio_id","monthly_rent"
"839","Studio","213.07","Available","93160.44","Gonzaleztown","24","","","95.0",""
"840","Studio","132.93","Sold","747740.37","Rossshire","4","","","",""
"841","Commercial","81.42","Under Construction","1597265.43","Shawnside","28","","","261.0",""
"842","Commercial","135.6","Sold","730167.77","Christopherview","1","","","256.0",""
"843","Villa","407.77","Under Construction","1194451.58","Hudsonview","30","","","",""
"844","Commercial","197.73","Under Construction","1823484.04","Youngmouth","10","6435.0","5945.0","208.0","73130.65"
"845","Apartment","45.39","Available","1148185.17","New Brandon","22","","","277.0",""
"846","Villa","288.47","Under Construction","830479.59","Port Alisonberg","11","4842.0","1859.0","163.0",""
"847","Studio","355.55","Reserved","2430118.82","Charlesfort","6","470.0","2629.0","311.0","75700.48"
"848","Studio","145.38","Available","604528.78","North Sean","9","","","396.0","76769.28"
"849","Commercial","225.33","Available","560329.42","South Robinfort","20","3283.0","560.0","",""
"850","Apartment","328.4","Under Construction","746829.79","Tammyville","4","","","55.0","24310.77"
"851","Villa","399.89","Available","448073.93","Christopherland","6","","","286.0",""
"852","Commercial","61.72","Sold","709506.78","West Randyville","28","5868.0","5509.0","305.0",""
"853","Studio","286.88","Sold","351565.24","East Rodneybury","5","","","143.0",""
"854","Villa","230.71","Available","1586975.92","New John","10","4352.0","3814.0","387.0",""
"855","Villa","387.23","Available","613180.5","Trevorchester","27","1145.0","2635.0","","66118.32"
"856","Studio","132.49","Available","1708078.03","Hodgesport","27","","","87.0","36731.19"
"857","Studio","82.59","Reserved","1799945.48","South Natalieburgh","19","4484.0","1556.0","267.0","20549.96"
"858","Studio","108.3","Under Construction","927891.18","Pamelamouth","13","","","220.0",""
"859","Apartment","306.12","Reserved","623291.37","Kellyside","29","","","138.0","17958.28"
"860","Apartment","39.13","Reserved","1205525.59","Andrewmouth","6","151.0","7792.0","196.0",""
"861","Studio","212.89","Reserved","622975.97","Michaelshire","12","5889.0","1786.0","37.0","8077.56"
"862","Apartment","213.14","Available","1981102.52","Codyside","3","6428.0","2364.0","187.0",""
"863","Villa","331.84","Available","2158947.48","Port Michaeltown","14","","","179.0","4728.28"
"864","Commercial","436.06","Sold","886460.02","Port Megan","19","","","174.0",""
"865","Studio","446.02","Under Construction","668917.68","Levineton","11","5251.0","6410.0","165.0","39836.77"
"866","Commercial","181.88","Available","921613.75","Teresastad","3","2502.0","2131.0","10.0",""
"867","Studio","384.55","Reserved","1878726.4","Johnsonstad","5","","","318.0",""
"868","Villa","446.74","Sold","1553110.97","East Angelaview","16","","","248.0","39207.5"
"869","Commercial","72.38","Under Construction","2491575.48","Carriefurt","1","","","176.0",""
"870","Commercial","263.89","Available","1766169.8","Port Marthastad","17","","","182.0","34912.42"
"871","Villa","262.3","Available","2359315.44","Port Javier","22","","","126.0",""
"872","Apartment","104.06","Under Construction","766312.83","South Gary","17","","","51.0",""
"873","Studio","98.1","Reserved","1990928.96","East Suzannefort","17","","","244.0",""
"874","Studio","60.75","Reserved","249997.54","East Rhonda","12","6902.0","5676.0","295.0",""
"875","Villa","158.88","Under Construction","1309761.04","New Laurenhaven","29","1209.0","7280.0","109.0",""
"876","Commercial","203.6","Under Construction","159799.96","East Janice","1","","","","76769.36"
"877","Villa","430.44","Under Construction","734422.99","Higginsmouth","22","5524.0","2317.0","150.0",""
"878","Commercial","338.58","Available","1467509.76","Lake Heathershire","9","","","156.0",""
"879","Commercial","133.55","Sold","692320.3","Port Tina","4","","","172.0",""
"880","Apartment","238.83","Reserved","1077130.51","Acevedoberg","11","","","117.0",""
"881","Villa","155.86","Reserved","2028403.41","Port Hollyport","29","","","215.0","40591.18"
"882","Studio","306.76","Reserved","513720.08","West Gregory","9","4899.0","5240.0","93.0",""
"883","Villa","256.41","Under Construction","829041.32","East Victoria","0","","","229.0","44007.43"
"884","Commercial","359.04","Available","1933837.36","Lake Stephanieton","4","","","272.0","30920.77"
"885","Studio","323.13","Reserved","2356160.38","Jenniferberg","7","","","352.0","51550.87"
"886","Villa","96.59","Reserved","1715286.14","South Benjaminton","14","","","285.0",""
"887","Studio","78.54","Available","2186670.5","West Laurenbury","26","","","362.0",""
"888","Villa","249.41","Reserved","993594.8","Serranoburgh","28","","","135.0",""
"889","Apartment","58.66","Available","982920.15","Drewfort","29","4333.0","5346.0","","72643.71"
"890","Apartment","43.71","Available","1212887.99","Williamstad","24","","","390.0",""
"891","Villa","421.43","Under Construction","1017360.45","East Juanfort","20","","","317.0","36541.35"
"892","Apartment","275.1","Available","1184196.47","Lake Aaron","7","","","","16813.73"
"893","Villa","42.7","Reserved","1544038.56","West Kellytown","25","5135.0","5369.0","268.0",""
"894","Studio","417.13","Under Construction","310592.13","Glenburgh","30","","","333.0","20032.41"
"895","Commercial","188.65","Reserved","2031418.46","Duranton","1","6417.0","1826.0","189.0",""
"896","Commercial","146.74","Sold","2211033.29","Hessfurt","20","","","",""
"897","Studio","57.81","Reserved","2355343.72","Justinside","22","","","120.0","46616.78"
"898","Apartment","308.39","Under Construction","950839.33","Anthonyberg","28","3863.0","3341.0","",""
"899","Studio","359.53","Reserved","458087.31","Port Kevin","0","","","160.0","7717.3"
"900","Commercial","199.14","Available","2141554.5","West Jeffreybury","3","4283.0","2477.0","",""
"901","Apartment","348.29","Reserved","1317032.13","Amyhaven","30","","","190.0",""
"902","Apartment","272.44","Sold","368237.42","Reeseport","23","5509.0","2399.0","61.0","67891.79"
"903","Studio","361.59","Sold","1658352.47","Robersonbury","24","1387.0","2652.0","26.0","39430.52"
"904","Apartment","435.25","Sold","2203628.33","Lucasmouth","21","","","188.0",""
"905","Studio","302.44","Sold","960912.44","Victoriafort","19","","","",""
"906","Apartment","291.48","Available","1459830.27","East Georgestad","4","57.0","3642.0","196.0","33962.39"
"907","Commercial","162.27","Sold","1047176.44","Colemanbury","27","5929.0","6308.0","47.0","47617.27"
"908","Commercial","212.68","Under Construction","695757.5","Nicolemouth","15","","","257.0",""
"909","Studio","350.8","Sold","1352095.37","Sheppardfurt","24","","","137.0",""
"910","Apartment","63.09","Sold","952375.44","Davismouth","28","","","140.0",""
"911","Studio","402.24","Reserved","1900329.5","Derekland","4","","","55.0",""
"912","Commercial","169.15","Available","2348548.72","Dunnborough","22","","","77.0",""
"913","Apartment","66.79","Available","2405025.02","South Monicaton","15","","","356.0","22673.59"
"914","Apartment","38.77","Under Construction","1112829.69","Wilsonview","14","3066.0","5844.0","",""
"915","Studio","183.97","Under Construction","1370768.06","New Melanie","20","1836.0","1795.0","310.0",""
"916","Apartment","365.66","Under Construction","2113955.47","Port Allison","21","","","307.0","34493.48"
"917","Apartment","213.39","Reserved","413035.44","Port Kristymouth","11","","","121.0","7613.62"
"918","Studio","301.1","Sold","207872.18","Martinmouth","0","","","2.0","59771.09"
"919","Villa","258.72","Reserved","536528.3","New Robert","18","","","356.0",""
"920","Villa","258.9","Sold","498344.41","East Carrie","30","","","327.0","37344.03"
"921","Apartment","366.82","Reserved","1181702.27","Jasonhaven","4","425.0","872.0","273.0",""
"922","Studio","96.71","Sold","1823380.27","Leeshire","5","","","260.0",""
"923","Apartment","112.51","Under Construction","1859447.19","South Isabella","15","3920.0","1421.0","2.0","40430.77"
"924","Commercial","223.3","Sold","2136015.84","Port Kellyport","6","6227.0","1060.0","27.0",""
"925","Studio","329.07","Reserved","130631.45","Moralesbury","25","","","253.0","26509.25"
"926","Commercial","396.43","Reserved","94899.11","Thomasborough","16","3579.0","3309.0","301.0","45439.26"
"927","Commercial","337.05","Sold","1573547.41","North Laurafort","8","","","335.0",""
"928","Commercial","350.62","Under Construction","1827945.03","Proctorbury","8","","","",""
"929","Commercial","322.19","Under Construction","2062772.66","Erikashire","8","5752.0","5389.0","157.0",""
"930","Commercial","302.96","Reserved","1035925.31","Martinezburgh","8","6475.0","7566.0","274.0","39865.09"
"931","Commercial","332.44","Available","2196949.77","Braymouth","2","5905.0","2085.0","328.0",""
"932","Apartment","147.97","Reserved","888088.15","West Victoriaborough","24","6017.0","5178.0","",""
"933","Studio","421.26","Under Construction","1467353.89","Meyerhaven","30","","","372.0",""
"934","Villa","109.27","Sold","1676053.09","Solisville","26","","","124.0",""
"935","Commercial","446.17","Under Construction","2067461.23","Annburgh","12","","","15.0",""
"936","Apartment","344.48","Under Construction","559714.3","Annland","7","699.0","95.0","326.0","70586.62"
"937","Villa","253.2","Reserved","2228760.55","Luceroberg","6","","","158.0",""
"938","Villa","171.88","Available","202025.08","Kellyborough","21","5153.0","796.0","320.0",""
"939","Commercial","232.53","Available","711102.13","East Diana","28","","","59.0","58357.43"
"940","Villa","432.2","Sold","1742886.67","Lake Jamesfurt","3","","","151.0","71406.98"
"941","Commercial","223.0","Reserved","1940519.81","New Richardtown","28","","","333.0",""
"942","Commercial","384.86","Available","1791645.29","Haasview","10","","","215.0",""
"943","Commercial","245.73","Available","1583371.97","South Jeffery","23","454.0","7.0","82.0",""
"944","Apartment","325.71","Available","670056.79","West Chelseaport","19","","","248.0","65528.02"
"945","Studio","429.38","Reserved","1189836.32","East Davidmouth","2","","","327.0","57281.11"
"946","Commercial","340.87","Sold","1672506.49","Shortstad","0","1986.0","1318.0","385.0",""
"947","Apartment","262.05","Reserved","2210037.49","South Kathryn","27","633.0","1613.0","",""
"948","Apartment","221.3","Reserved","199702.24","New Rebeccaburgh","23","","","380.0",""
"949","Apartment","385.49","Available","1701254.12","Lorifurt","14","","","299.0",""
"950","Villa","387.44","Under Construction","389441.23","Taylorside","26","6005.0","6290.0","39.0","6337.22"
"951","Villa","422.77","Sold","411934.35","Tylerside","8","1802.0","1514.0","301.0","65533.58"
"952","Studio","376.63","Sold","1786327.74","Alexanderberg","17","862.0","7469.0","86.0","13975.93"
"953","Villa","311.97","Reserved","2228262.13","East Todd","0","","","241.0",""
"954","Commercial","211.6","Under Construction","1063116.29","Martinview","11","214.0","2164.0","287.0","37657.23"
"955","Apartment","69.14","Available","2235462.64","West Jacob","7","","","261.0",""
"956","Villa","395.71","Under Construction","2494877.84","Bryantshire","15","3360.0","6716.0","84.0","48473.92"
"957","Apartment","346.74","Reserved","546546.17","Cantrellfurt","5","","","16.0",""
"958","Studio","312.02","Sold","1641845.48","South Maria","7","304.0","1274.0","296.0","72491.86"
"959","Apartment","379.78","Reserved","2349242.83","Harmonstad","0","1899.0","6553.0","71.0",""
"960","Commercial","395.57","Under Construction","2178300.04","Vaughnchester","6","","","91.0",""
"961","Villa","61.45","Reserved","2122606.78","Allenshire","13","","","278.0","50168.36"
"962","Commercial","192.88","Reserved","188460.83","Hayshaven","19","","","240.0",""
"963","Apartment","316.23","Available","854094.29","North Lindsey","14","5930.0","7407.0","160.0",""
"964","Commercial","229.13","Under Construction","1720234.67","Lake Julia","0","","","153.0","73294.87"
"965","Commercial","377.56","Under Construction","1153962.97","Matashire","5","","","80.0","33471.52"
"966","Studio","134.51","Available","962445.54","South Courtney","26","","","343.0","12439.53"
"967","Commercial","438.01","Available","1456097.74","Watsonside","16","","","333.0",""
"968","Studio","88.04","Available","914374.72","Lake Alexanderborough","20","","","",""
"969","Commercial","262.02","Under Construction","1355569.81","West Jenniferchester","6","2408.0","1746.0","135.0",""
"970","Studio","49.73","Reserved","2379560.53","Josephchester","12","","","",""
"971","Apartment","149.28","Sold","89652.44","North Michelle","9","","","251.0",""
"972","Commercial","66.72","Under Construction","1471477.51","Thomasview","11","","","99.0",""
"973","Apartment","92.18","Available","152225.74","Hannahhaven","19","","","36.0",""
"974","Villa","192.54","Reserved","1575764.92","Walkerhaven","12","","","32.0",""
"975","Villa","81.41","Under Construction","817653.19","East Stephanie","24","","","182.0",""
"976","Apartment","208.37","Available","440677.24","Jamietown","18","","","144.0",""
"977","Studio","245.02","Sold","258774.51","Bonillahaven","30","780.0","7358.0","","7535.41"
"978","Villa","250.73","Reserved","657347.58","New Brianburgh","7","","","72.0",""
"979","Apartment","74.58","Under Construction","1088585.84","Butlerborough","28","2405.0","1258.0","",""
"980","Apartment","414.78","Sold","1824271.49","New Brandonstad","10","","","234.0",""
"981","Commercial","373.48","Reserved","2186189.27","New Kevin","13","","","","77919.71"
"982","Studio","351.75","Sold","1540599.41","New Samantha","1","","","",""
"983","Villa","186.65","Sold","495025.93","North Juliabury","18","","","104.0",""
"984","Studio","319.96","Under Construction","2487627.47","Lake Wesleyfort","15","","","191.0",""
"985","Commercial","228.95","Under Construction","1823014.45","Thorntonchester","3","","","20.0",""
"986","Commercial","240.46","Reserved","1108236.89","East Robertberg","3","","","329.0","35183.23"
"987","Studio","244.42","Available","948894.37","Tiffanyburgh","0","","","",""
"988","Apartment","345.74","Available","2191966.47","South Teresaville","26","","","73.0","71099.28"
"989","Villa","129.49","Under Construction","2244977.39","Ramirezside","13","","","379.0","29957.89"
"990","Commercial","163.36","Available","1830552.34","Davidport","0","","","367.0","27156.92"
"991","Commercial","56.98","Reserved","965363.54","North Kristinfort","11","754.0","6189.0","",""
"992","Villa","334.41","Reserved","851048.13","Port Michaelfort","14","","","168.0","51846.49"
"993","Apartment","308.95","Under Construction","1847653.23","Hessmouth","1","5971.0","6727.0","","72181.92"
"994","Studio","214.51","Under Construction","457758.59","Whiteport","7","","","181.0","28238.35"
"995","Studio","214.35","Reserved","1799034.1","Port Danny","3","2684.0","7491.0","230.0",""
"996","Villa","40.45","Under Construction","823674.19","Wallacefort","13","1329.0","1458.0","366.0","63268.04"
"997","Apartment","313.41","Available","1842762.94","Jodyside","15","","","258.0",""
"998","Studio","371.9","Under Construction","1968927.51","East Sydney","18","","","317.0","55845.92"
"999","Apartment","217.46","Reserved","2459815.91","New Kevin","10","","","160.0",""
"1000","Studio","271.17","Under Construction","546784.56","Yangberg","3","","","66.0",""
"1001","Villa","156.52","Available","1749228.02","Autumnshire","1","","","76.0",""
"1002","Apartment","418.77","Reserved","487864.32","Christyville","16","6722.0","6538.0","24.0",""
"1003","Studio","69.17","Under Construction","2209751.07","Danieltown","30","3211.0","465.0","193.0",""
"1004","Commercial","414.84","Under Construction","727129.4","Lopezshire","26","","","255.0","32673.72"
"1005","Apartment","308.98","Sold","858328.55","Benderfurt","14","","","196.0",""
"1006","Studio","399.02","Reserved","313567.82","Port Erica","27","3764.0","912.0","157.0","6886.65"
"1007","Apartment","121.52","Sold","750915.06","Marybury","0","","","125.0","12582.42"
"1008","Studio","62.26","Reserved","1901238.9","East Ashleyview","20","6357.0","1210.0","304.0",""
"1009","Villa","103.17","Reserved","2289109.39","West Saraview","9","","","","31967.97"
"1010","Villa","313.3","Available","602235.18","Abigailview","9","","","283.0",""
"1011","Commercial","134.73","Available","1458037.55","Port Harrychester","28","","","221.0",""
"1012","Villa","267.67","Reserved","1933386.61","East Mark","26","4940.0","4885.0","265.0",""
"1013","Studio","349.49","Under Construction","1693185.02","West Lindsayborough","13","","","377.0","38133.92"
"1014","Studio","404.62","Reserved","1575317.3","Port Daniellebury","20","4062.0","682.0","106.0","79255.09"
"1015","Commercial","375.04","Under Construction","158559.04","Newmanport","16","6407.0","5879.0","","28365.14"
"1016","Commercial","272.33","Reserved","1817600.37","Lake Matthewport","23","5592.0","6610.0","9.0",""
"1017","Studio","263.39","Available","1976019.54","Brittanyland","10","","","256.0","25481.83"
"1018","Apartment","111.32","Under Construction","182095.88","Lake Christinahaven","11","","","180.0",""
"1019","Villa","272.93","Sold","1737068.83","Debraside","17","","","32.0",""
"1020","Villa","170.35","Available","1553281.25","Bryanside","21","2528.0","2596.0","333.0","7963.95"
"1021","Villa","76.21","Reserved","1769299.19","East Heather","23","","","",""
"1022","Commercial","187.75","Reserved","1694768.38","Malloryview","12","","","13.0",""
"1023","Studio","380.16","Sold","2138924.97","Harrisburgh","19","5978.0","3833.0","47.0","17084.74"
"1024","Studio","236.81","Sold","1848120.47","Nunezview","27","","","286.0","62822.53"
"1025","Apartment","360.64","Under Construction","609009.97","South Mallory","11","6635.0","76.0","238.0",""
"1026","Apartment","114.9","Under Construction","1495530.55","Elizabethfort","24","","","268.0","60322.52"
"1027","Commercial","167.44","Available","306527.63","Reyesstad","28","","","",""
"1028","Apartment","332.45","Sold","784259.69","South Joshuastad","13","5914.0","3178.0","","16643.57"
"1029","Apartment","96.31","Reserved","821528.39","Beanbury","25","3853.0","3779.0","297.0",""
"1030","Studio","280.96","Under Construction","928085.48","Stevenfort","11","","","301.0",""
"1031","Villa","43.57","Available","287425.66","North Amberland","25","","","",""
"1032","Villa","155.56","Available","1666275.98","Maxwellberg","19","","","243.0",""
"1033","Commercial","75.88","Sold","1423609.29","South Brad","11","","","124.0","13111.33"
"1034","Commercial","122.82","Sold","471861.89","Lake Brian","12","4235.0","3120.0","193.0",""
"1035","Studio","62.9","Available","1694758.05","Port Jessica","28","4408.0","3248.0","77.0",""
"1036","Commercial","227.31","Available","2086080.93","Pittmanborough","3","","","","11515.7"
"1037","Villa","95.06","Available","800821.44","Knighttown","0","","","","62205.82"
"1038","Apartment","161.89","Sold","1050625.83","Joshuahaven","29","","","238.0",""
"1039","Commercial","160.17","Sold","246549.51","Ibarrashire","6","","","","75396.96"
"1040","Commercial","262.64","Available","1980191.31","Port Debra","30","","","69.0",""
"1041","Apartment","308.22","Reserved","1309922.98","Kathrynfort","24","1039.0","1927.0","","10815.55"
"1042","Villa","301.73","Reserved","430657.37","Lorraineberg","21","","","","35493.12"
"1043","Apartment","296.08","Available","1966461.05","North Kathy","10","","","","56063.43"
"1044","Studio","313.69","Available","415153.41","Wilsonchester","25","4407.0","3562.0","121.0",""
"1045","Villa","178.64","Under Construction","155135.07","New Sarahstad","15","","","126.0",""
"1046","Villa","333.58","Reserved","2383835.65","East Aaron","7","","","321.0","24072.39"
"1047","Studio","71.39","Sold","1215146.69","New Jessica","10","","","375.0",""
"1048","Commercial","390.53","Reserved","1402336.78","Martinezside","18","","","99.0",""
"1049","Commercial","54.41","Available","2436966.99","East Michelle","16","1455.0","5443.0","168.0","66977.39"
"1050","Villa","89.61","Available","2308404.5","Buckleyberg","14","","","","38252.31"
"1051","Studio","189.34","Reserved","1179580.66","Lake Robert","17","","","117.0","67427.47"
"1052","Villa","308.68","Available","195158.71","Lake Jamesmouth","13","","","381.0",""
"1053","Studio","432.41","Under Construction","412071.13","Daviston","2","1883.0","2270.0","274.0","60663.16"
"1054","Villa","299.0","Under Construction","509443.72","North Jessicamouth","25","","","269.0",""
"1055","Studio","105.85","Available","2182302.6","Josephmouth","25","","","315.0",""
"1056","Studio","209.17","Sold","1653712.46","Gonzalezville","10","","","390.0","42309.4"
"1057","Commercial","336.85","Sold","1224143.82","West Katherine","18","","","163.0",""
"1058","Villa","154.26","Sold","940289.26","East Tylerside","17","","","64.0","69289.9"
"1059","Villa","229.23","Available","572950.86","Robertsonville","29","","","245.0",""
"1060","Apartment","422.86","Reserved","2001671.12","East Chasetown","11","","","256.0",""
"1061","Villa","58.1","Reserved","2497410.26","Perrychester","24","","","155.0",""
"1062","Villa","323.39","Reserved","442653.17","South Gabriel","14","","","45.0",""
"1063","Commercial","133.42","Under Construction","1746491.43","East Michelle","30","4046.0","6086.0","","63261.84"
"1064","Apartment","134.2","Under Construction","679573.69","North Nancyberg","12","","","323.0",""
"1065","Commercial","162.46","Reserved","1515144.99","North Troyfurt","23","","","290.0","17058.03"
"1066","Studio","78.26","Available","1713217.02","Perezbury","3","1330.0","5038.0","",""
"1067","Commercial","358.33","Reserved","1277277.04","North Tanya","27","","","256.0",""
"1068","Apartment","185.99","Reserved","1108504.65","South Rachelmouth","13","","","",""
"1069","Commercial","196.19","Sold","2401963.03","West Sandyland","4","518.0","2510.0","391.0",""
"1070","Studio","353.76","Available","559813.68","Ryanmouth","20","3258.0","2589.0","366.0",""
"1071","Villa","194.44","Available","1382830.11","West Kimberlyville","11","6691.0","5322.0","278.0","50586.93"
"1072","Apartment","229.3","Sold","2034810.26","Thomasborough","4","","","83.0",""
"1073","Villa","353.56","Available","1287636.9","South Tammyport","15","","","",""
"1074","Studio","389.59","Reserved","1890169.35","Lewishaven","23","6578.0","6373.0","261.0","63172.22"
"1075","Studio","431.91","Sold","702844.01","North Isaac","24","","","175.0",""
"1076","Villa","146.07","Reserved","2227933.03","West Aprilchester","20","","","147.0","62689.2"
"1077","Commercial","419.52","Sold","204668.89","Jodihaven","22","","","272.0",""
"1078","Studio","295.52","Under Construction","404339.43","Joseside","23","3613.0","177.0","","42296.19"
"1079","Studio","99.63","Sold","363792.35","South Alexanderland","19","269.0","6252.0","379.0",""
"1080","Apartment","40.05","Under Construction","1594085.09","West Julie","24","","","351.0",""
"1081","Apartment","183.99","Reserved","307711.3","South Danny","12","2888.0","7292.0","",""
"1082","Studio","168.98","Sold","463913.02","East Eric","0","","","",""
"1083","Studio","425.8","Available","834011.97","Milesburgh","7","","","265.0",""
"1084","Apartment","173.59","Reserved","2107652.11","East Vanessashire","23","5075.0","626.0","343.0",""
"1085","Studio","303.82","Available","1789920.44","Kristinville","6","2401.0","1573.0","95.0","52336.14"
"1086","Villa","427.67","Reserved","557152.04","South Laura","29","","","369.0","79166.98"
"1087","Apartment","379.85","Sold","1492982.84","Port Douglas","10","6030.0","3965.0","122.0","54340.24"
"1088","Commercial","304.26","Reserved","193070.75","North Patriciaton","0","5384.0","662.0","",""
"1089","Commercial","125.48","Reserved","2405603.67","Fergusonville","10","","","253.0",""
"1090","Commercial","256.76","Available","976966.33","Port Samantha","12","","","282.0",""
"1091","Villa","351.25","Available","1335071.41","Pattersonberg","13","","","164.0","5000.37"
"1092","Apartment","340.54","Sold","1843933.02","North Matthew","15","","","365.0",""
"1093","Villa","103.54","Under Construction","2393817.22","Ryanhaven","5","","","324.0",""
"1094","Apartment","127.92","Under Construction","1171485.95","Stevenfort","14","","","395.0",""
"1095","Studio","82.62","Available","1528041.68","Heidihaven","2","6813.0","2789.0","148.0",""
"1096","Studio","190.81","Under Construction","915274.98","New Carolyn","9","","","25.0","66850.24"
"1097","Villa","38.97","Available","2004969.59","Henryton","11","2364.0","5154.0","381.0",""
"1098","Commercial","272.15","Available","2465941.36","East Chelseastad","30","","","180.0","48797.68"
"1099","Villa","57.98","Available","174081.05","East Johnshire","24","","","13.0",""
"1100","Villa","401.51","Reserved","2110974.66","Fosterville","1","4975.0","7298.0","247.0",""
"1101","Villa","178.54","Available","1564179.59","Molinaton","7","","","368.0",""
"1102","Apartment","238.18","Sold","2419551.94","Lake Frank","5","","","212.0",""
"1103","Apartment","429.23","Under Construction","2460405.57","Castanedatown","16","","","366.0","69850.11"
"1104","Villa","412.46","Available","582333.01","North Karen","21","","","44.0","67156.52"
"1105","Studio","329.18","Available","2408826.95","Olivermouth","29","","","235.0",""
"1106","Studio","272.07","Available","258659.56","Ryanmouth","13","1051.0","1778.0","48.0","49402.32"
"1107","Studio","319.93","Reserved","589786.52","Alvaradoshire","6","","","317.0",""
"1108","Apartment","198.56","Reserved","1516333.36","Lake Justin","11","904.0","2384.0","211.0",""
"1109","Apartment","190.25","Available","968621.91","Perryport","19","","","206.0","14114.58"
"1110","Apartment","425.41","Reserved","1888711.24","North Elizabeth","4","1864.0","5695.0","333.0",""
"1111","Apartment","35.52","Reserved","1925752.55","Lake Marvin","9","2095.0","7651.0","327.0","60224.42"
"1112","Studio","39.04","Reserved","955530.53","South Lindsay","28","4069.0","7638.0","73.0",""
"1113","Studio","286.8","Reserved","1159239.1","Lake Anthony","21","","","255.0","63126.95"
"1114","Studio","211.57","Reserved","426964.28","Lake Jesse","10","","","7.0",""
"1115","Apartment","440.21","Under Construction","642997.98","Pricemouth","5","","","321.0",""
"1116","Studio","332.84","Reserved","400732.96","West Andrewberg","17","1247.0","2302.0","46.0",""
"1117","Studio","171.54","Sold","1132967.64","New Jamesside","22","","","",""
"1118","Apartment","114.78","Available","1152400.96","Josemouth","1","","","15.0",""
"1119","Villa","100.22","Sold","1419566.02","Turnerhaven","19","1886.0","4512.0","365.0",""
"1120","Villa","310.44","Available","202964.0","Barrybury","0","6069.0","3246.0","1.0","70206.04"
"1121","Commercial","111.83","Reserved","602137.94","Karentown","14","","","40.0",""
"1122","Apartment","309.46","Available","1198440.1","West Lisa","23","","","212.0",""
"1123","Commercial","242.25","Reserved","363979.71","Port Jennaburgh","9","","","",""
"1124","Commercial","369.38","Sold","1561782.9","South Todd","23","","","57.0",""
"1125","Studio","91.18","Under Construction","966298.45","Antonioville","12","","","157.0","65591.15"
"1126","Commercial","270.87","Sold","316189.51","Meredithville","11","","","195.0",""
"1127","Apartment","189.7","Under Construction","644601.28","North Amanda","13","5193.0","3214.0","323.0","43327.38"
"1128","Apartment","384.99","Sold","1118854.48","Port Jeffrey","0","4915.0","1787.0","112.0",""
"1129","Apartment","214.84","Available","2268109.71","West Joshua","29","530.0","3448.0","233.0",""
"1130","Studio","274.12","Reserved","1437168.16","Vaughanshire","25","","","142.0","23905.15"
"1131","Villa","287.2","Under Construction","1460980.65","Samanthabury","11","4329.0","2325.0","2.0","34160.71"
"1132","Commercial","446.14","Sold","2210632.86","Humphreyborough","4","351.0","4503.0","112.0",""
"1133","Commercial","346.08","Available","1366496.69","Lisaburgh","0","3037.0","7346.0","34.0",""
"1134","Apartment","226.75","Reserved","502998.62","North Nicole","9","6902.0","5676.0","84.0",""
"1135","Studio","161.88","Available","1946203.96","West Jamesberg","22","","","211.0","38484.92"
"1136","Apartment","401.14","Available","412382.28","Kirkborough","5","","","",""
"1137","Villa","245.96","Available","1635065.93","West Katrinaland","30","","","",""
"1138","Apartment","249.49","Available","2228605.88","Oscarbury","27","4053.0","7494.0","138.0",""
"1139","Studio","445.67","Available","333794.91","Lake Brianhaven","16","","","56.0",""
"1140","Studio","88.93","Sold","369294.08","South Richard","19","","","283.0",""
"1141","Villa","317.69","Available","963056.43","New Staceychester","15","","","273.0",""
"1142","Apartment","339.33","Under Construction","1043405.11","East Eric","6","","","","51698.11"
"1143","Apartment","354.49","Available","1393128.98","Deanberg","29","","","",""
"1144","Apartment","258.89","Reserved","266174.1","Lake Melissa","13","","","176.0",""
"1145","Studio","205.47","Under Construction","1387154.03","Maxwellmouth","8","","","365.0",""
"1146","Studio","226.72","Available","2256915.9","Colemanfurt","8","970.0","6012.0","29.0",""
"1147","Commercial","411.21","Sold","2063697.58","Troyberg","6","","","74.0",""
"1148","Apartment","190.75","Sold","1807382.92","South Amber","19","1771.0","194.0","40.0","34041.92"
"1149","Commercial","131.53","Available","890111.48","East Dustinport","15","","","228.0",""
"1150","Villa","64.45","Reserved","862854.9","Wadebury","17","4946.0","7988.0","397.0",""
"1151","Studio","226.21","Sold","2390928.19","Reesestad","3","","","373.0","27819.2"
"1152","Commercial","409.52","Reserved","610702.78","Maldonadofurt","19","","","319.0",""
"1153","Commercial","114.25","Reserved","1321538.87","North Glenn","28","","","323.0",""
"1154","Commercial","314.09","Available","158614.01","Lake James","9","","","155.0",""
"1155","Apartment","126.74","Available","1166424.98","Lake Zachary","24","152.0","579.0","311.0","29156.33"
"1156","Apartment","330.74","Sold","1302343.46","Andrewfurt","7","","","183.0","16187.29"
"1157","Commercial","406.2","Sold","767618.9","West Patricia","12","","","5.0","59565.96"
"1158","Villa","358.67","Available","2409736.37","Janeland","10","","","173.0",""
"1159","Studio","241.88","Under Construction","1558797.01","East Joseph","9","","","377.0",""
"1160","Studio","173.97","Sold","1711539.27","Lake Lauraberg","20","3127.0","7228.0","",""
"1161","Commercial","227.3","Reserved","1122248.29","Batestown","23","","","124.0",""
"1162","Commercial","390.02","Under Construction","172913.67","South Matthew","20","","","17.0","71029.14"
"1163","Commercial","388.61","Available","1290597.32","South Michael","2","5370.0","4192.0","92.0",""
"1164","Apartment","238.43","Available","936428.05","North Melissafort","25","","","384.0","79557.21"
"1165","Commercial","81.14","Reserved","1496027.33","East Antonioshire","28","","","276.0",""
