"Owner_id","Unit_id"
"1393","7146"
"1395","7389"
"1396","5058"
"1396","2593"
"1396","7468"
"1397","3036"
"1397","11"
"1398","2788"
"1398","3357"
"1398","7592"
"1399","3730"
"1400","7082"
"1401","7464"
"1401","5650"
"1402","4679"
"1403","6608"
"1404","4757"
"1405","1860"
"1407","7127"
"1407","72"
"1409","2126"
"1409","6519"
"1409","28"
"1411","3828"
"1412","783"
"1413","766"
"1413","2087"
"1415","4173"
"1415","7228"
"1415","2891"
"1416","1301"
"1418","6992"
"1418","2464"
"1419","1751"
"1419","6841"
"1421","1068"
"1421","8388"
"1421","2326"
"1423","4642"
"1424","1679"
"1424","6876"
"1425","2500"
"1427","5075"
"1427","874"
"1428","745"
"1429","139"
"1430","8628"
"1431","7537"
"1432","4286"
"1432","8541"
"1433","6441"
"1435","8064"
"1436","5020"
"1438","8902"
"1439","2491"
"1439","3305"
"1439","704"
"1440","8461"
"1441","2565"
"1441","2550"
"1441","8093"
"1442","2770"
"1444","8476"
"1445","4973"
"1445","3607"
"1447","5291"
"1447","5303"
"1448","2891"
"1448","1716"
"1448","2525"
"1449","1889"
"1450","6887"
"1451","4450"
"1451","8688"
"1452","1471"
"1453","8207"
"1453","4324"
"1454","3709"
"1455","1425"
"1455","7575"
"1456","4172"
"1456","7728"
"1458","679"
"1459","6341"
"1460","1671"
"1460","7401"
"1461","5163"
"1462","1308"
"1466","2266"
"1467","3336"
"1468","7491"
"1468","5779"
"1469","7652"
"1470","5471"
"1470","1780"
"1470","6644"
"1471","5726"
"1472","3671"
"1472","1205"
"1472","1236"
"1473","5069"
"1473","8038"
"1476","7140"
"1477","5583"
"1478","3443"
"1480","520"
"1480","1927"
"1480","4193"
"1481","7556"
"1481","3183"
"1482","7561"
"1482","8638"
"1483","1241"
"1483","5360"
"1483","5810"
"1484","1263"
"1484","6217"
"1487","1858"
"1487","4588"
"1488","5430"
"1488","6345"
"1489","7509"
"1491","1176"
"1491","1210"
"1492","249"
"1492","6104"
"1493","5886"
"1493","1375"
"1494","184"
"1494","6984"
"1494","6507"
"1495","8445"
"1496","876"
"1496","2796"
"1496","5373"
"1498","7005"
"1498","3100"
"1498","1743"
"1499","5982"
"1499","5223"
"1500","2725"
"1501","3026"
"1501","8098"
"1501","2181"
"1502","6304"
"1503","3043"
"1503","3611"
"1504","60"
"1504","5229"
"1504","2312"
"1505","2279"
"1506","6716"
"1506","3721"
"1506","1007"
"1507","7806"
"1508","6694"
"1508","1930"
"1508","5403"
"1511","2592"
"1513","5938"
"1513","8773"
"1515","6669"
"1515","6141"
"1516","2340"
"1517","3656"
"1519","3409"
"1519","591"
"1519","5154"
"1520","4449"
"1520","344"
"1520","8269"
"1521","308"
"1522","1513"
"1523","3265"
"1523","5122"
"1524","7603"
"1524","6987"
"1524","4409"
"1525","4645"
"1526","5376"
"1526","2250"
"1526","6087"
"1527","1970"
"1527","4562"
"1527","5048"
"1528","8886"
"1530","3889"
"1530","8079"
"1530","5749"
"1531","5863"
"1531","3575"
"1531","14"
"1532","5566"
"1532","310"
"1533","5275"
"1534","5238"
"1534","5970"
"1534","1707"
"1536","8578"
"1537","8689"
"1537","3686"
"1537","8153"
"1538","7439"
"1539","7906"
"1540","3016"
"1541","2672"
"1542","4336"
"1543","7313"
"1544","1933"
"1544","7864"
"1544","5306"
"1545","343"
"1546","7117"
"1548","3488"
"1551","1449"
"1552","1"
"1552","811"
"1552","757"
"1553","4845"
"1553","3338"
"1554","797"
"1555","8673"
"1555","5498"
"1556","374"
"1559","3857"
"1560","8819"
"1561","1640"
"1561","8249"
"1561","4819"
"1562","3191"
"1563","3705"
"1566","5218"
"1566","2151"
"1566","6111"
"1568","3390"
"1568","6774"
"1568","6805"
"1569","5630"
"1570","3492"
"1570","3081"
"1571","4528"
"1571","5278"
"1572","2219"
"1572","1987"
"1572","8637"
"1573","8460"
"1573","6358"
"1574","7613"
"1575","3245"
"1575","4396"
"1575","4699"
"1577","3748"
"1577","8981"
"1577","3464"
"1578","2188"
"1579","3363"
"1582","1569"
"1582","2357"
"1583","8850"
"1584","1937"
"1584","3477"
"1584","4939"
"1585","8387"
"1585","8798"
"1586","5618"
"1586","6091"
"1586","7155"
"1587","327"
"1587","5119"
"1587","7486"
"1588","2144"
"1588","8416"
"1588","1701"
"1589","5196"
"1590","51"
"1592","1618"
"1592","574"
"1592","8625"
"1593","5799"
"1594","3463"
"1595","4291"
"1597","8964"
"1598","6062"
"1598","489"
"1598","7783"
"1599","7100"
"1599","4541"
"1602","256"
"1602","5423"
"1604","1508"
"1604","1103"
"1605","1801"
"1606","4201"
"1606","7612"
"1606","6580"
"1608","6401"
"1608","1298"
"1608","4506"
"1609","3183"
"1612","7310"
"1612","6964"
"1613","6349"
"1614","7579"
"1614","3672"
"1614","2498"
"1615","2276"
"1616","3138"
"1616","963"
"1616","1088"
"1617","3151"
"1618","7529"
"1618","812"
"1618","4441"
"1619","7268"
"1620","5507"
"1621","6172"
"1623","1746"
"1623","1545"
"1624","6997"
"1625","1787"
"1628","134"
"1628","2278"
"1628","7753"
"1629","4665"
"1630","268"
"1630","8685"
"1631","1711"
"1631","1920"
"1631","1418"
"1632","2864"
"1632","2247"
"1633","8227"
"1635","1545"
"1638","717"
"1639","3933"
"1641","251"
"1642","4455"
"1642","8058"
"1642","3251"
"1643","1647"
"1644","6279"
"1644","4741"
"1645","1996"
"1646","4842"
"1646","5112"
"1647","3050"
"1647","1998"
"1647","2650"
"1648","8553"
"1648","5716"
"1649","1641"
"1650","1599"
"1651","7893"
"1652","4686"
"1653","3463"
"1654","540"
"1654","27"
"1655","8050"
"1656","2907"
"1657","5391"
"1657","6089"
"1658","7643"
"1659","4965"
"1661","4421"
"1662","142"
"1662","4098"
"1662","1814"
"1663","2921"
"1663","2098"
"1663","2846"
"1665","479"
"1666","60"
"1666","3985"
"1667","7141"
"1667","2642"
"1667","1566"
"1669","1625"
"1670","448"
"1670","634"
"1670","366"
"1672","1074"
"1673","131"
"1673","5657"
"1673","3612"
"1674","2221"
"1674","533"
"1675","6171"
"1676","1949"
"1676","2078"
"1677","503"
"1678","3926"
"1679","363"
"1681","3016"
"1682","62"
"1682","8563"
"1682","6328"
"1683","8871"
"1683","4999"
"1684","8163"
"1685","5998"
"1686","6257"
"1688","3363"
"1689","5279"
"1690","3641"
"1691","4066"
"1691","8780"
"1691","7542"
"1692","2501"
"1694","3158"
"1695","7434"
"1695","4306"
"1696","6901"
"1696","5870"
"1696","8950"
"1697","4129"
"1697","5366"
"1698","4381"
"1698","6746"
"1699","6124"
"1700","7934"
"1700","6753"
"1703","815"
"1703","4826"
"1703","7524"
"1704","8673"
"1704","3452"
"1704","19"
"1705","4879"
"1706","8907"
"1706","4057"
"1708","1479"
"1708","1231"
"1708","3038"
"1710","1992"
"1710","4475"
"1710","3162"
"1711","8146"
"1711","3020"
"1712","1482"
"1712","6657"
"1712","3656"
"1713","3637"
"1717","1285"
"1718","264"
"1718","7399"
"1718","8934"
"1720","5141"
"1721","8281"
"1722","6243"
"1722","140"
"1723","4573"
"1723","7505"
"1723","2283"
"1724","3700"
"1725","3618"
"1726","4039"
"1727","2680"
"1727","6442"
"1727","5868"
"1728","7026"
"1729","2603"
"1730","3653"
"1730","3148"
"1731","7342"
"1731","5608"
"1731","2461"
"1732","8158"
"1733","6652"
"1733","6409"
"1735","3135"
"1737","6825"
"1738","762"
"1738","1461"
"1739","297"
"1740","4993"
"1740","1411"
"1741","1324"
"1742","5488"
"1742","2321"
"1743","7662"
"1744","4752"
"1744","931"
"1744","8927"
"1747","2527"
"1747","968"
"1748","6368"
"1748","452"
"1748","6056"
"1749","6805"
"1749","8526"
"1750","7439"
"1750","8688"
"1750","2374"
"1751","2173"
"1752","1198"
"1753","6086"
"1753","2488"
"1753","3979"
"1754","8559"
"1754","2383"
"1755","8924"
"1756","8883"
"1757","767"
"1758","6648"
"1759","5483"
"1759","3437"
"1759","7800"
"1760","1152"
"1760","273"
"1760","4996"
"1761","5203"
"1761","8232"
"1762","3524"
"1763","8359"
"1764","569"
"1765","5618"
"1766","209"
"1767","5188"
"1767","7614"
"1767","4689"
"1768","5182"
"1768","5161"
"1768","3859"
"1769","468"
"1772","1236"
"1773","4520"
"1773","4889"
"1774","8770"
"1775","8743"
"1776","1802"
"1778","7386"
"1779","3586"
"1779","7107"
"1780","3961"
"1782","2879"
"1782","4947"
"1782","1240"
"1784","6111"
"1784","6499"
"1785","8470"
"1786","8613"
"1786","16"
"1786","5307"
"1787","450"
"1788","1386"
"1788","1543"
"1788","3288"
"1789","3148"
"1789","978"
"1789","2893"
"1791","666"
"1791","5514"
"1793","8783"
"1793","1177"
"1794","4714"
"1794","1026"
"1795","5161"
"1796","6010"
"1796","3804"
"1799","4748"
"1800","7303"
"1800","7394"
"1802","347"
"1802","3199"
"1802","3430"
"1803","5944"
"1804","4128"
"1804","1451"
"1804","8265"
"1806","4953"
"1807","1531"
"1807","3359"
"1808","2374"
"1809","6824"
"1809","2865"
"1810","6170"
"1810","8980"
"1810","6012"
"1812","5723"
"1812","5911"
"1812","5386"
"1813","1286"
"1813","4351"
"1815","318"
"1816","8345"
"1816","8726"
"1816","8530"
"1817","5653"
"1820","5788"
"1820","8456"
"1821","4340"
"1822","5881"
"1822","6572"
"1823","1315"
"1823","986"
"1824","5094"
"1824","8143"
"1824","1373"
"1826","1200"
"1826","7630"
"1827","6911"
"1829","2897"
"1830","4128"
"1832","8631"
"1834","431"
"1835","3292"
"1836","1718"
"1837","6153"
"1837","1152"
"1837","876"
"1838","4663"
"1839","3400"
"1839","7613"
"1839","635"
"1841","3473"
"1841","2096"
"1841","3012"
"1842","191"
"1842","3189"
"1843","4693"
"1844","243"
"1845","425"
"1845","1654"
"1846","377"
"1847","435"
"1847","2164"
"1847","324"
"1848","8815"
"1849","4690"
"1850","1698"
"1851","6656"
"1852","1135"
"1853","3002"
"1856","3706"
"1856","1873"
"1857","4011"
"1857","7898"
"1858","4591"
"1859","5491"
"1860","3983"
"1860","1907"
"1860","7928"
"1862","4737"
"1862","5998"
"1862","1584"
"1863","5217"
"1865","1143"
"1865","4687"
"1865","4246"
"1866","6734"
"1867","3294"
"1867","8712"
"1867","6019"
"1868","6375"
"1870","2331"
"1870","7152"
"1871","2754"
"1871","2591"
"1872","234"
"1875","2168"
"1877","1785"
"1877","2997"
"1877","5621"
"1878","6085"
"1879","6166"
"1881","504"
"1882","8575"
"1883","1658"
"1884","3206"
"1887","4005"
"1888","6820"
"1888","2180"
"1889","4462"
"1889","4723"
"1889","5977"
"1891","5330"
"1891","8404"
"1892","8139"
"1892","7707"
"1892","2137"
"1893","4847"
"1894","3705"
"1895","3192"
"1895","7485"
"1895","8535"
"1897","3816"
"1900","5806"
"1902","433"
"1903","8447"
"1903","8755"
"1904","6447"
"1904","8819"
"1904","1777"
"1905","1791"
"1907","8493"
"1907","6889"
"1907","8487"
"1908","2197"
"1908","3348"
"1909","389"
"1909","4948"
"1909","4116"
"1910","7519"
"1911","7887"
"1911","2294"
"1911","1056"
"1912","3507"
"1912","6469"
"1912","7477"
"1913","7534"
"1915","8260"
"1916","8809"
"1917","5420"
"1918","7017"
"1918","1627"
"1920","8777"
"1921","2939"
"1921","1203"
"1921","3302"
"1922","4491"
"1922","4598"
"1924","4252"
"1925","8357"
"1926","3048"
"1926","8751"
"1927","7061"
"1927","1926"
"1927","1977"
"1928","1997"
"1930","1002"
"1931","8134"
"1934","8231"
"1935","6065"
"1937","1304"
"1937","4807"
"1938","801"
"1941","3452"
"1942","1294"
"1942","1311"
"1942","7595"
"1944","3171"
"1948","2514"
"1949","2860"
"1949","6986"
"1949","3243"
"1950","8446"
"1950","610"
"1950","1043"
"1951","3540"
"1951","4773"
"1952","4041"
"1952","8402"
"1952","2055"
"1953","3425"
"1953","8472"
"1954","7823"
"1955","5554"
"1955","5364"
"1956","2324"
"1957","2828"
"1958","5240"
"1958","2726"
"1958","5925"
"1959","807"
"1959","6374"
"1959","3760"
"1960","5605"
"1960","2848"
"1961","7846"
"1961","7296"
"1962","5616"
"1962","3398"
"1963","993"
"1964","2311"
"1964","2772"
"1964","6159"
"1965","1887"
"1965","4566"
"1967","2615"
"1967","8182"
"1967","1961"
"1968","884"
"1968","5187"
"1968","8213"
"1969","2621"
"1969","7275"
"1969","6230"
"1970","3336"
"1970","4340"
"1970","8848"
"1971","4623"
"1971","948"
"1971","4290"
"1972","2283"
"1973","2771"
"1975","6441"
"1976","4881"
"1976","7853"
"1976","5304"
"1977","2935"
"1979","6314"
"1979","32"
"1980","8604"
"1980","5480"
"1980","5331"
"1981","911"
"1981","1984"
"1981","2358"
"1982","2300"
"1982","1950"
"1982","3824"
"1983","5947"
"1983","2415"
"1983","4989"
"1984","4609"
"1984","5351"
"1984","2568"
"1985","4315"
"1986","8950"
"1986","7285"
"1987","2730"
"1988","8973"
"1988","6626"
"1989","6342"
"1991","7077"
"1991","6751"
"1991","5513"
"1992","1692"
"1994","192"
"1995","4620"
"1997","7627"
"1997","4271"
"2000","8030"
"2001","3023"
"2002","5955"
"2002","1091"
"2002","3978"
"2003","8430"
"2003","8615"
"2003","7649"
"2004","6698"
"2005","3298"
"2008","2500"
"2008","3744"
"2008","8579"
"2009","3403"
"2009","3373"
"2010","736"
"2010","6164"
"2010","8318"
"2011","580"
"2013","1736"
"2013","8162"
"2013","4851"
"2014","4472"
"2015","3710"
"2016","6137"
"2016","2562"
"2017","3971"
"2017","4646"
"2017","497"
"2018","1048"
"2018","2815"
"2019","3438"
"2019","8218"
"2019","7007"
"2022","6412"
"2022","2298"
"2022","7233"
"2023","6365"
"2024","971"
"2024","6652"
"2025","8903"
"2025","4147"
"2026","827"
"2026","4731"
"2026","4614"
"2028","8929"
"2028","4573"
"2029","1320"
"2029","2922"
"2029","8856"
"2030","454"
"2030","5841"
"2030","3171"
"2031","7976"
"2031","8450"
"2031","23"
"2032","2638"
"2032","1912"
"2033","1358"
"2034","5280"
"2035","3792"
"2035","1428"
"2036","945"
"2037","4413"
"2038","8868"
"2038","2215"
"2039","5992"
"2039","5186"
"2040","4390"
"2040","6371"
"2041","160"
"2041","5239"
"2042","6014"
"2043","8631"
"2043","5470"
"2043","496"
"2044","5861"
"2044","877"
"2047","6839"
"2048","5859"
"2049","3921"
"2049","7718"
"2050","3657"
"2053","1608"
"2053","5435"
"2055","5847"
"2056","708"
"2057","7236"
"2057","5744"
"2057","1877"
"2059","7933"
"2060","6986"
"2061","1148"
"2061","2934"
"2062","2921"
"2063","3912"
"2063","1782"
"2063","908"
"2064","7284"
"2064","2462"
"2064","208"
"2067","3243"
"2067","1047"
"2067","6042"
"2068","1647"
"2069","689"
"2070","5692"
"2070","3498"
"2071","8858"
"2072","4409"
"2072","6312"
"2072","8278"
"2073","3316"
"2073","4138"
"2073","2271"
"2075","8247"
"2075","8479"
"2075","4972"
"2076","105"
"2077","4169"
"2078","5129"
"2078","3451"
"2079","6777"
"2079","5688"
"2080","1173"
"2081","4787"
"2082","5219"
"2082","1469"
"2082","969"
"2083","4638"
"2083","2931"
"2084","7469"
"2086","8180"
"2087","1762"
"2087","1881"
"2088","6477"
"2089","1646"
"2090","710"
"2091","8388"
"2092","2136"
"2092","5771"
"2093","8899"
"2094","5587"
"2094","3420"
"2095","4907"
"2097","8419"
"2097","6811"
"2097","1830"
"2098","1596"
"2098","6490"
"2099","2524"
"2099","8250"
"2100","5796"
"2101","591"
"2102","7196"
"2102","1040"
"2103","6876"
"2104","5785"
"2105","8415"
"2106","7172"
"2106","5076"
"2106","4666"
"2107","1119"
"2107","6685"
"2107","6048"
"2108","3172"
"2109","8395"
"2111","7134"
"2111","8954"
"2111","4446"
"2113","7224"
"2114","8812"
"2115","3201"
"2115","8805"
"2117","1965"
"2119","6106"
"2120","1422"
"2121","4677"
"2121","8951"
"2122","4299"
"2122","3644"
"2123","7791"
"2124","6796"
"2126","8890"
"2127","1009"
"2128","1113"
"2129","5359"
"2129","1247"
"2129","2144"
"2130","2271"
"2130","3108"
"2131","5857"
"2131","872"
"2132","8372"
"2133","4910"
"2136","4033"
"2138","5459"
"2139","2524"
"2140","7042"
"2140","4519"
"2141","373"
"2142","1781"
"2142","4748"
"2144","4016"
"2145","5605"
"2146","7489"
"2146","3060"
"2146","6536"
"2147","5938"
"2147","5819"
"2148","4261"
"2148","8999"
"2150","2560"
"2151","2528"
"2152","6141"
"2152","2199"
"2152","780"
"2154","8227"
"2156","8439"
"2156","374"
"2157","202"
"2159","8903"
"2160","7572"
"2161","5535"
"2161","4603"
"2161","2229"
"2162","4929"
"2162","5181"
"2163","2955"
"2164","6295"
"2166","2304"
"2167","1781"
"2169","1664"
"2169","473"
"2170","1927"
"2171","5800"
"2173","5163"
"2173","6569"
"2173","451"
"2174","3405"
"2175","4863"
"2175","7520"
"2175","5434"
"2176","4990"
"2176","3302"
"2176","1125"
"2179","287"
"2180","6130"
"2181","908"
"2182","2655"
"2183","7150"
"2183","4305"
"2183","4706"
"2184","8"
"2184","5130"
"2185","652"
"2185","3214"
"2185","5155"
"2186","8125"
"2186","922"
"2186","7724"
"2187","599"
"2189","7363"
"2189","8723"
"2189","6070"
"2190","3077"
"2190","5900"
"2190","124"
"2191","1577"
"2192","1363"
"2192","5991"
"2192","193"
"2193","5186"
"2194","1996"
"2194","3198"
"2194","954"
"2195","6730"
"2195","2538"
"2195","2480"
"2196","4971"
"2197","7955"
"2197","5022"
"2197","1413"
"2198","5930"
"2199","2124"
"2199","4432"
"2200","6526"
"2200","2560"
"2200","6206"
"2205","7799"
"2206","3503"
"2206","2823"
"2207","6295"
"2207","4827"
"2208","5913"
"2209","6501"
"2209","2849"
"2210","2277"
"2212","2582"
"2212","7101"
"2213","8511"
"2215","8031"
"2215","7362"
"2215","6317"
"2216","8972"
"2218","4964"
"2218","8905"
"2218","6758"
"2220","5222"
"2220","1159"
"2221","4688"
"2222","7481"
"2223","5417"
"2224","5790"
"2224","2327"
"2224","252"
"2226","5564"
"2226","1785"
"2226","2493"
"2228","3205"
"2228","5860"
"2228","1649"
"2229","2430"
"2230","4541"
"2230","6113"
"2232","1044"
"2233","7684"
"2233","3786"
"2235","2880"
"2236","1529"
"2236","1095"
"2236","3961"
"2237","747"
"2238","192"
"2238","1354"
"2239","6681"
"2239","873"
"2239","8543"
"2240","2029"
"2241","3994"
"2241","8843"
"2241","7003"
"2242","1026"
"2242","2967"
"2242","4416"
"2243","8337"
"2243","3220"
"2243","2472"
"2244","2281"
"2244","2498"
"2245","2291"
"2245","6991"
"2246","1995"
"2246","6065"
"2246","5705"
"2247","7274"
"2247","630"
"2248","4468"
"2249","2145"
"2249","3701"
"2249","4564"
"2250","1284"
"2250","4861"
"2253","6685"
"2253","4022"
"2253","760"
"2254","8643"
"2255","1043"
"2255","5548"
"2255","3402"
"2256","7071"
"2257","7769"
"2258","8481"
"2258","3974"
"2260","4472"
"2260","7596"
"2260","7750"
"2261","5175"
"2261","1956"
"2262","30"
"2263","4564"
"2263","8461"
"2263","5883"
"2264","2430"
"2265","3471"
"2266","1983"
"2266","6077"
"2268","800"
"2269","8010"
"2269","3003"
"2269","8827"
"2270","3813"
"2271","3652"
"2271","3613"
"2272","5317"
"2273","5137"
"2273","6765"
"2273","7346"
"2274","2376"
"2274","6007"
"2274","2973"
"2275","3446"
"2276","7414"
"2277","1352"
"2277","685"
"2278","3048"
"2278","7514"
"2279","5262"
"2279","5574"
"2279","374"
"2280","8181"
"2280","3183"
"2281","314"
"2282","7682"
"2282","8904"
"2283","3267"
"2283","6987"
"2283","7794"
"2284","5315"
"2284","8160"
"2285","4400"
"2285","2940"
"2285","5844"
"2288","4391"
"2288","4630"
"2288","569"
"2289","1111"
"2290","901"
"2290","4257"
"2290","1787"
"2291","8251"
"2291","7504"
"2292","437"
"2292","5709"
"2292","4054"
"2293","6245"
"2294","2904"
"2294","833"
"2294","5092"
"2295","6676"
"2297","5272"
"2298","2017"
"2300","6027"
"2301","8829"
"2301","7991"
"2301","2315"
"2302","57"
"2302","2100"
"2302","5636"
"2304","6816"
"2307","2723"
"2308","6987"
"2309","6513"
"2309","984"
"2310","2629"
"2310","5041"
"2311","8509"
"2311","5905"
"2312","5060"
"2312","109"
"2312","6461"
"2313","883"
"2314","1468"
"2315","7319"
"2316","3788"
"2317","5516"
"2317","5438"
"2317","876"
"2319","1751"
"2319","5515"
"2320","6662"
"2320","7595"
"2322","8492"
"2324","1687"
"2324","956"
"2325","6869"
"2328","7412"
"2328","8621"
"2328","1870"
"2329","4762"
"2330","1552"
"2330","5337"
"2330","1328"
"2331","6165"
"2331","5102"
"2332","6606"
"2333","2793"
"2334","2042"
"2334","6882"
"2335","2065"
"2335","3061"
"2335","3162"
"2337","8642"
"2337","2072"
"2338","313"
"2340","4964"
"2341","5007"
"2343","6110"
"2345","6054"
"2345","1674"
"2346","7698"
"2347","835"
"2347","7948"
"2348","1772"
"2348","8977"
"2350","3"
"2351","7403"
"2351","2777"
"2352","2567"
"2352","6263"
"2352","7862"
"2354","762"
"2355","8029"
"2355","6416"
"2356","8647"
"2356","7733"
"2357","2891"
"2358","3978"
"2358","5570"
"2358","2854"
"2359","5190"
"2360","1819"
"2360","83"
"2360","642"
"2361","7632"
"2361","4857"
"2362","3617"
"2362","5036"
"2362","307"
"2363","3046"
"2364","7159"
"2364","8557"
"2365","365"
"2366","469"
"2367","3020"
"2368","8457"
"2368","2935"
"2368","7095"
"2370","7433"
"2370","5994"
"2371","59"
"2371","4007"
"2371","2477"
"2372","8491"
"2372","6190"
"2372","8269"
"2373","4028"
"2374","4992"
"2375","6542"
"2375","823"
"2376","6857"
"2376","5142"
"2376","6635"
"2377","2754"
"2378","6199"
"2379","7861"
"2379","1835"
"2380","31"
"2380","1626"
"2381","1371"
"2381","6445"
"2381","4105"
"2382","853"
"2383","3886"
"2383","8407"
"2383","3713"
"2385","6256"
"2385","4649"
"2387","3100"
"2388","6234"
"2388","5712"
"2389","1219"
"2390","4157"
"2391","8682"
"2391","8640"
"2392","8179"
"2392","5565"
"2393","6770"
"2393","8219"
"2393","441"
"2394","3284"
"2395","1008"
"2395","4201"
"2395","1743"
"2397","7351"
"2398","5014"
"2398","5279"
"2398","4378"
"2399","810"
"2400","6828"
"2400","7745"
"2401","5118"
"2402","5789"
"2402","1941"
"2402","4789"
"2404","5146"
"2407","3626"
"2408","7496"
"2408","926"
"2408","4687"
"2409","4419"
"2409","5259"
"2409","7189"
"2410","1961"
"2410","6382"
"2410","7064"
"2411","300"
"2411","5700"
"2413","5363"
"2414","3515"
"2415","4162"
"2416","608"
"2417","8576"
"2417","3579"
"2417","6840"
"2418","1808"
"2419","2543"
"2420","3583"
"2420","5381"
"2420","5133"
"2421","2865"
"2421","7168"
"2421","3333"
"2422","320"
"2422","8063"
"2424","7547"
"2425","2684"
"2426","201"
"2426","3356"
"2428","8079"
"2428","1086"
"2428","7675"
"2429","1255"
"2430","8420"
"2431","1948"
"2432","161"
"2432","6978"
"2432","3839"
"2433","6914"
"2433","6486"
"2435","2830"
"2435","1919"
"2436","927"
"2439","4832"
"2439","2449"
"2439","1573"
"2441","7343"
"2441","4247"
"2442","8376"
"2442","4081"
"2442","7598"
"2443","5974"
"2444","5096"
"2445","5751"
"2446","2982"
"2446","252"
"2447","569"
"2448","2231"
"2448","5327"
"2448","3793"
"2449","2565"
"2449","876"
"2449","2068"
"2450","8454"
"2451","8649"
"2453","112"
"2453","2495"
"2454","1710"
"2455","4215"
"2456","813"
"2457","1673"
"2457","4210"
"2457","6745"
"2458","3585"
"2458","5708"
"2458","7989"
"2459","1168"
"2459","2873"
"2459","2815"
"2460","5747"
"2461","5834"
"2461","2564"
"2461","3181"
"2463","5944"
"2464","7403"
"2464","568"
"2465","2564"
"2465","1132"
"2466","8141"
"2466","161"
"2466","4276"
"2467","5534"
"2467","4143"
"2467","371"
"2468","1875"
"2470","5094"
"2470","4367"
"2470","2244"
"2471","6826"
"2472","2210"
"2473","6646"
"2474","5735"
"2474","4655"
"2474","8326"
"2476","1769"
"2476","2117"
"2477","435"
"2478","916"
"2478","4496"
"2480","6732"
"2480","9000"
"2481","838"
"2483","6236"
"2485","6805"
"2485","3149"
"2486","3976"
"2486","6506"
"2488","7823"
"2488","7475"
"2489","8195"
"2490","2334"
"2491","8707"
"2492","4721"
"2492","7956"
"2493","920"
"2493","5485"
"2493","7012"
"2494","421"
"2495","6744"
"2496","6921"
"2496","4964"
"2497","6897"
"2498","2984"
"2498","4574"
"2499","4064"
"2499","4949"
"2501","6939"
"2502","5008"
"2503","4207"
"2503","7645"
"2504","4739"
"2505","4634"
"2505","359"
"2507","3038"
"2507","2378"
"2508","7522"
"2508","4285"
"2508","4376"
"2509","5101"
"2511","7568"
"2511","809"
"2511","5375"
"2512","995"
"2512","2645"
"2512","3024"
"2513","1614"
"2515","3806"
"2516","8777"
"2517","709"
"2518","6373"
"2519","3299"
"2520","292"
"2521","3413"
"2523","8760"
"2523","6243"
"2523","6884"
"2524","7856"
"2524","2214"
"2525","2573"
"2526","6173"
"2527","8342"
"2527","3655"
"2527","3323"
"2528","1908"
"2530","7235"
"2530","2370"
"2530","1747"
"2532","8965"
"2533","1702"
"2534","4384"
"2535","7357"
"2535","784"
"2535","8477"
"2536","8897"
"2536","5579"
"2536","310"
"2539","1847"
"2539","3002"
"2539","2664"
"2540","6782"
"2540","6287"
"2541","1598"
"2541","6725"
"2544","3485"
"2544","5089"
"2544","2942"
"2545","5133"
"2545","6605"
"2546","653"
"2546","8545"
"2546","8933"
"2547","53"
"2547","3566"
"2547","2711"
"2548","431"
"2549","7426"
"2550","2549"
"2550","903"
"2551","7756"
"2552","8552"
"2552","976"
"2553","938"
"2554","325"
"2555","2720"
"2556","3775"
"2557","5942"
"2558","2805"
"2558","5139"
"2560","8862"
"2562","5158"
"2562","1635"
"2562","1356"
"2563","7653"
"2563","3267"
"2564","2531"
"2566","2154"
"2567","4321"
"2567","4168"
"2567","3177"
"2568","3350"
"2568","8805"
"2569","5102"
"2570","4799"
"2572","3295"
"2572","1810"
"2572","4424"
"2573","8521"
"2574","7999"
"2575","63"
"2576","6881"
"2576","738"
"2576","1624"
"2577","6345"
"2577","6747"
"2577","3267"
"2579","3916"
"2579","6491"
"2579","4709"
"2580","4235"
"2580","6728"
"2581","2029"
"2582","8784"
"2582","2722"
"2582","7178"
"2584","5099"
"2584","408"
"2584","1995"
"2586","1736"
"2586","5388"
"2587","1792"
"2587","4021"
"2588","3402"
"2589","5522"
"2590","8862"
"2590","938"
"2590","3388"
"2591","3678"
"2592","6089"
"2594","5598"
"2594","3003"
"2595","1022"
"2597","2799"
"2597","8654"
"2597","1966"
"2600","7025"
"2601","7077"
"2601","6911"
"2602","3680"
"2602","1009"
"2602","2287"
"2603","8068"
"2604","7292"
"2604","2476"
"2604","7705"
"2605","6541"
"2606","3723"
"2607","1748"
"2608","5372"
"2608","3758"
"2608","8288"
"2610","2761"
"2610","80"
"2610","4309"
"2611","3457"
"2612","2190"
"2612","5037"
"2612","8182"
"2613","8763"
"2613","7524"
"2614","2020"
"2615","6634"
"2616","3721"
"2617","7441"
"2617","7704"
"2617","1635"
"2618","502"
"2618","542"
"2619","1180"
"2621","4927"
"2621","166"
"2621","4450"
"2623","899"
"2624","8828"
"2626","5153"
"2629","5027"
"2629","769"
"2630","8193"
"2631","6996"
"2631","1996"
"2631","8520"
"2632","3358"
"2632","4564"
"2632","1342"
"2633","4651"
"2633","5927"
"2633","3714"
"2634","2288"
"2635","6188"
"2637","7953"
"2638","6343"
"2641","1456"
"2641","2014"
"2641","278"
"2642","7404"
"2643","4032"
"2643","5931"
"2644","8209"
"2644","4777"
"2644","2783"
"2645","1339"
"2645","8196"
"2646","7775"
