contractor_id,contractor_name,phone,email,project_cost,start_date,end_date,project_count,payment_terms,project_id
221,Christian-Mathews,001-541-756-3731x00966,smithgina@christensen-lynch.com,4963558.97,2023-07-24,2027-07-03,6,Advance,81
222,Holloway-Blair,+1-835-726-5296x279,moorenicole@morrison.com,3204419.31,2022-01-17,2037-08-26,18,Advance,127
223,Newton-Jones,+1-719-584-9637x674,mary01@diaz.biz,1704508.14,2022-09-06,2039-02-09,16,60 days,63
224,Padilla Group,001-902-462-6749x4372,keith60@walters.com,1287619.0,2023-02-09,2037-09-23,5,Advance,70
225,"Smith, Hunter and Wright",528.542.9702x564,pharris@parker-jones.com,1086933.93,2023-05-24,2028-05-27,4,Milestone,17
226,Simmons-Gordon,364.273.2563x05272,stevendouglas@smith.com,2038124.97,2021-09-14,2024-10-28,19,30 days,19
227,Wallace-Stone,992-357-5276x02854,perezdarryl@brooks.biz,1006665.17,2022-10-24,2030-01-15,13,30 days,47
228,Lopez Ltd,987.913.9356x657,katiebrown@moses.com,719171.6,2021-12-24,2029-01-16,9,30 days,106
229,Medina-Goodman,+1-319-332-2533x2695,wsmith@martinez-moss.net,1852113.26,2023-01-13,2033-09-17,4,Milestone,112
230,Hill-Munoz,+1-558-535-4249x8964,qmcgrath@davis-anderson.org,3054648.48,2022-07-11,2027-05-16,18,60 days,109
231,Turner-Frey,381-929-1660x87278,kpeterson@hester-mcbride.info,774675.95,2021-11-03,2029-10-22,11,30 days,30
232,Zavala-Hill,808.466.7281,james12@kaufman-garcia.net,269499.21,2020-11-12,2036-04-22,17,60 days,69
233,Green-Cooper,934.387.8519,hwilliams@sanchez-stewart.com,221432.45,2021-11-19,2031-12-27,9,Advance,159
234,Chaney-Adams,935-288-6017x707,savannahnash@thomas.com,1373552.05,2023-01-01,2027-03-11,13,60 days,73
235,Jordan Group,526-864-3773,james81@cortez-whitehead.com,991154.84,2022-08-17,2029-08-10,6,Advance,34
236,Rodgers and Sons,+1-900-526-4410,jerryrios@rosales-mccormick.org,2719314.03,2021-12-10,2032-04-16,10,Advance,125
237,Velez and Sons,325.240.2076x444,williamsanchez@mitchell-chandler.org,2305814.93,2021-01-15,2030-06-27,17,30 days,86
238,"Pollard, Sanders and Schultz",(281)989-2391x59173,prussell@wright.biz,1657594.74,2021-02-12,2035-01-30,20,Milestone,117
239,"Adams, James and Johnson",+1-328-514-4796x7155,greenjillian@curtis-martinez.com,4176037.03,2022-12-06,2038-04-16,16,Milestone,53
240,"Rivera, Acosta and Burke",930.382.9828x011,thomas60@short-booker.net,2549487.62,2021-11-30,2027-07-02,17,Milestone,61
241,Barnett LLC,001-404-942-8163x1834,warerandall@cisneros-nguyen.org,503073.46,2023-09-19,2028-12-21,7,30 days,89
242,Gibson-Lester,(285)256-1039x43408,fparker@skinner.com,1514033.55,2022-04-29,2037-07-09,14,Advance,20
243,Mahoney-Hughes,001-732-757-4549x2723,lanecaleb@hernandez.com,4868029.37,2022-04-07,2026-10-13,3,Advance,108
244,"Henderson, Singh and Franco",001-353-223-7063x0211,arthur58@ingram-tanner.net,4886037.74,2021-01-23,2032-09-22,1,60 days,95
245,"Willis, Smith and Peterson",337.201.7780x213,brianna97@garrett.org,1310624.6,2022-12-07,2031-05-24,3,Milestone,18
246,Howard-Chung,283-378-5468x194,smithsamantha@waters-robinson.com,877818.84,2023-07-26,2028-08-28,12,Advance,104
247,Wilson-Johnson,438-738-1862,marymiller@garcia.info,2503656.32,2020-11-19,2035-12-31,18,Milestone,55
248,Keith and Sons,898-246-7514x63882,laurie47@stafford.info,2433251.34,2021-03-03,2029-08-18,11,Milestone,158
249,Jones-Rowe,(488)919-4974,shill@pham.net,2080181.55,2022-01-06,2033-10-05,17,30 days,136
250,Anderson-Stewart,873-783-4416x3972,tiffany28@walker-smith.org,2670318.28,2021-06-29,2033-08-25,12,60 days,114
251,"Moore, Smith and Jones",001-999-784-9633x45084,mitchelltara@davis.org,1199367.12,2022-06-17,2027-11-18,3,30 days,55
252,Smith-Morgan,001-565-428-2078x96696,jonesdenise@bush.com,618900.24,2022-08-15,2034-09-11,3,Advance,87
253,Oconnor-Garcia,593-819-5251,william45@richardson.com,2873784.22,2023-08-21,2027-03-03,7,60 days,71
254,Johnson-Trujillo,7838513547,westmonica@baker-howell.com,4666360.08,2023-04-09,2037-01-25,7,60 days,11
255,Short PLC,221.554.1571x4492,reynoldsjason@klein.info,731858.92,2022-08-21,2029-02-15,11,60 days,29
256,Harris-Ford,+1-771-345-2342x460,vjuarez@garcia-freeman.net,3538832.88,2023-01-04,2035-11-27,3,Advance,129
257,Moore-Wilson,001-479-571-4869x66671,iking@simpson-stevens.net,2217588.6,2021-05-25,2032-07-26,8,30 days,100
258,Mitchell Group,854.298.1762,ncarter@robinson.info,1505184.12,2020-11-16,2025-05-24,13,30 days,166
259,Gonzales LLC,466-645-0155x986,robindudley@roth-rivera.org,4272890.63,2022-04-28,2036-10-11,16,30 days,142
260,"Fitzpatrick, Day and Duncan",307.386.2424,cynthia73@carlson.com,2309633.89,2021-01-19,2030-05-02,15,30 days,159
261,Mckay PLC,001-247-990-2690x278,tgriffin@leonard.net,2937394.47,2022-05-07,2028-08-03,20,Advance,159
262,Rogers-Walker,908-936-9406x8031,davidpeterson@hudson.com,2243128.62,2021-03-08,2028-12-26,16,30 days,122
263,Brooks-Simon,(694)417-6326x9852,matthewmiller@ingram.net,452185.43,2023-09-20,2026-10-04,1,Advance,133
264,"Walker, Lawrence and Blake",6815741312,figueroanatalie@klein.com,2994778.2,2021-07-16,2030-05-30,13,Advance,21
265,Williams and Sons,549.325.6564x19123,dlove@obrien-martinez.com,2123262.83,2022-07-05,2030-03-25,1,Milestone,33
266,"Bailey, Ford and Watson",+1-621-961-2986x91320,ebrewer@gross.com,479445.2,2023-07-09,2027-01-19,12,30 days,3
267,"Curry, Golden and Patel",836.609.8429x62696,amanda69@pierce.com,2999268.09,2023-03-17,2025-11-01,2,30 days,19
268,"Foster, Donaldson and Glenn",812-370-1423,gregory58@mclaughlin.org,98861.11,2022-01-11,2031-05-24,8,30 days,17
269,Chung Ltd,001-358-594-2162x5787,umoore@gomez.com,1082175.92,2020-11-03,2034-12-20,8,Advance,77
270,Pham Ltd,613.659.7926x91566,faith90@gutierrez.biz,3916294.21,2021-02-03,2024-05-18,7,60 days,24
271,"West, Powers and Barr",885.789.1694x722,keithmontgomery@stewart.com,237740.75,2023-06-29,2029-01-28,19,60 days,132
272,"Evans, Peters and West",672-931-9373x202,katie17@graves-buchanan.org,3251076.39,2021-10-07,2026-04-14,14,60 days,156
273,Walker PLC,+1-498-815-2706x185,josephbell@lin-martin.biz,4751049.38,2020-10-18,2030-10-26,16,Advance,167
274,"Hart, Gibson and Warner",575-479-6615x49241,jenniferfisher@meza-hughes.net,897402.67,2023-08-26,2036-01-20,13,30 days,175
275,"Perez, Riggs and Thompson",(206)807-9328,michael24@faulkner.com,2114703.71,2022-03-30,2030-05-17,6,60 days,47
276,Bates Ltd,621.567.5060x822,donnaayala@johnson.com,2898713.6,2021-01-01,2024-02-15,7,60 days,59
277,Parker and Sons,478.708.5764,jimmy71@smith.com,2279558.4,2021-07-14,2037-10-18,16,Milestone,76
278,"Howard, Garcia and Page",8025058834,cmckenzie@baker.com,3120869.55,2021-09-07,2026-11-10,6,Milestone,77
279,"Barnes, Williams and Lam",481.400.5906x465,patrick62@sanchez-bailey.com,2050282.75,2023-07-07,2031-01-26,19,60 days,54
280,Page-Chavez,966-873-1846,yorkcaroline@perez.net,785095.44,2022-07-16,2028-08-13,2,Milestone,27
281,"Johnson, Griffin and Macdonald",882.917.5732,angelicacantrell@miles.biz,490769.58,2022-04-02,2029-03-26,15,Milestone,55
282,Cooper PLC,540.590.5849,gsanchez@myers.com,3734993.62,2021-04-01,2024-11-11,11,30 days,140
283,"Garcia, Palmer and Woods",960.421.5868x7436,eferrell@jefferson.org,1231188.55,2020-11-27,2026-01-30,11,Milestone,118
284,"Bennett, Flores and Kelly",200-759-7485,seanwatson@horn.com,4244879.05,2020-11-27,2029-12-10,4,Advance,2
285,"Morales, Smith and Ortiz",564.402.0982,oevans@stewart.com,3727984.86,2021-06-12,2031-10-18,3,30 days,113
286,"Gilbert, Wilson and Cross",(741)925-0454x8311,hillbrandon@alvarez.com,294793.26,2022-02-03,2037-02-14,7,60 days,38
287,Frazier-Simon,358.271.2165,marciaholmes@perez.com,1045995.03,2021-05-13,2031-06-20,11,Milestone,156
288,Thompson-Harris,+1-393-633-2374x2099,pkaufman@carroll.biz,1495363.65,2021-10-30,2036-02-14,3,Milestone,42
289,"Murray, Dominguez and Martinez",321-731-7602x4685,timothy52@luna.com,2992687.13,2023-02-28,2030-03-23,12,60 days,10
290,Wells-Reed,226.452.1172,chanjames@jones-jackson.com,4058643.65,2022-05-12,2035-05-04,4,Advance,159
291,Brooks Ltd,263-438-8448,paul29@thomas.net,348649.61,2022-02-22,2026-04-02,13,Milestone,180
292,Short-Hamilton,(612)604-2856x0115,jessicanelson@henson.com,1285564.31,2022-10-03,2033-07-07,18,60 days,109
293,Williamson-Mcintyre,940.642.0945,shane28@king.org,1912238.32,2021-11-15,2036-09-27,17,Advance,79
294,"Hatfield, Oconnor and Fry",874.433.5504x64105,farmerjerry@davis.com,957716.92,2023-04-26,2030-11-15,7,Milestone,1
295,"Diaz, Harris and Martinez",730-497-0377x4562,jacksonjenna@morris.com,2749195.88,2021-03-01,2030-01-13,9,Milestone,27
296,Reynolds-Miller,001-474-745-0613x77778,julie61@hendrix.com,2416112.27,2021-11-18,2028-10-12,4,Milestone,25
297,Robinson Group,+1-694-541-9956x53082,kelly28@herrera.info,1616653.43,2022-01-07,2034-03-05,12,60 days,142
298,Carter Inc,358-799-8144x8755,tinaadams@johnson-jacobs.com,2608590.09,2022-10-19,2033-06-23,14,Advance,132
299,Cruz-Smith,(590)455-2033x856,ryanjones@jackson-aguilar.com,1811316.74,2021-12-11,2027-01-14,9,60 days,178
300,Logan-Smith,+1-391-350-1417x996,amandamathews@vargas.info,1748810.63,2022-07-15,2038-03-23,6,60 days,70
