unit_id,type,area,status,price,location,floor_number,transaction_id,customer_id,portfolio_id,project_id,monthly_rent
2617,Commercial,439.89,Under Construction,2347573.14,Barnestown,19,,,200,136,26806.57
2618,Commercial,335.28,Under Construction,2082177.23,West Linda,25,,,91,71,54135.37
2619,Villa,63.28,Sold,790093.06,North Kathleenmouth,9,4035,7633,356,164,
2620,Commercial,167.9,Available,1114392.58,West Kennethview,23,,,239,87,11817.36
2621,Studio,240.93,Sold,1674875.1,Gomezmouth,25,5995,7991,213,62,
2622,Apartment,241.41,Available,1681193.08,Wrightview,21,,,325,177,5853.61
2623,Commercial,398.53,Under Construction,2350719.52,Hernandezville,6,,,104,88,37838.63
2624,Villa,400.78,Available,372042.74,Christineberg,20,,,341,3,48252.04
2625,Studio,84.45,Available,1049625.07,Meyerberg,15,,,40,148,20781.48
2626,Studio,278.02,Available,788710.61,Port James,30,,,108,12,38964.19
2627,Commercial,187.47,Reserved,2158936.43,South Jayview,24,,,67,31,38765.26
2628,Commercial,124.35,Available,873517.08,Andrewland,21,,,101,75,51150.41
2629,Commercial,195.39,Sold,1362707.71,Lake Jessicahaven,26,6664,7318,263,68,
2630,Commercial,304.31,Under Construction,902133.64,North Brianna,9,,,61,56,19050.76
2631,Villa,232.23,Available,576458.38,East Jeffreyhaven,6,,,349,67,18484.21
2632,Villa,60.76,Under Construction,794727.18,Michaelfort,29,,,369,145,20600.84
2633,Villa,434.16,Under Construction,1494835.62,Kathleenberg,14,,,400,13,47668.18
2634,Studio,53.83,Available,311014.9,Robinsonfort,15,,,62,16,49243.14
2635,Apartment,293.77,Available,517905.97,Ashleymouth,30,,,115,131,25478.13
2636,Villa,258.55,Reserved,2116844.08,Tylerfort,2,6780,6490,42,41,5503.9
2637,Commercial,282.64,Reserved,1806738.01,East Mandychester,20,,,130,66,58717.73
2638,Commercial,369.97,Sold,726756.92,Leebury,21,3978,2288,309,106,
2639,Villa,329.48,Under Construction,1920030.82,East Nathanfurt,20,,,156,39,44324.66
2640,Commercial,375.36,Available,2264138.44,Lake Crystalhaven,13,,,206,57,7708.93
2641,Villa,78.48,Under Construction,2001179.97,Heatherborough,2,,,115,10,16637.6
2642,Commercial,59.29,Reserved,1033011.49,North Marissa,15,,,53,37,49552.86
2643,Commercial,87.52,Under Construction,1696012.83,Levishire,17,,,210,142,2209.72
2644,Villa,80.54,Available,909583.35,South Brian,17,,,99,110,6848.93
2645,Studio,386.05,Reserved,2166972.73,New James,21,,,160,180,45823.1
2646,Commercial,135.63,Available,1331955.33,East Briannabury,7,,,324,153,12682.93
2647,Apartment,151.73,Under Construction,1314212.97,South Michael,13,,,204,25,44630.8
2648,Commercial,74.28,Sold,776906.91,Port Brookeview,26,4250,6702,357,25,
2649,Villa,419.55,Sold,1101352.13,Jamesfurt,23,6062,5914,317,111,
2650,Villa,424.63,Under Construction,2478931.33,Port Laura,19,,,66,80,32546.27
2651,Apartment,154.54,Reserved,1987403.18,New Michael,18,,,138,121,11240.02
2652,Studio,139.6,Sold,1972955.78,Judithport,12,2808,5537,122,37,
2653,Studio,214.96,Under Construction,543767.95,Lake Josephmouth,4,,,192,131,39765.29
2654,Studio,339.1,Under Construction,356424.54,West Tracyborough,20,,,262,34,18064.86
2655,Studio,126.83,Available,980643.84,South Natalieshire,1,,,74,55,46279.8
2656,Apartment,331.19,Reserved,1673183.58,Oliviastad,25,,,341,65,2364.56
2657,Apartment,93.99,Under Construction,597079.0,New Judithfurt,19,,,275,120,17773.44
2658,Villa,95.77,Sold,1055273.1,Jessefurt,3,1863,2604,340,40,
2659,Commercial,66.2,Reserved,1887554.37,South Kathleenhaven,24,,,360,142,47687.81
2660,Studio,273.32,Reserved,269776.95,Williamstown,16,3151,5690,310,61,53624.82
2661,Studio,435.74,Reserved,545790.72,East Charlesmouth,11,,,322,180,42869.11
2662,Apartment,384.4,Reserved,1372616.63,East Lisaton,2,,,368,170,20752.74
2663,Studio,233.6,Reserved,1305058.44,Haleshire,6,,,294,136,25236.95
2664,Studio,420.88,Reserved,1872513.62,Englishton,23,,,,87,15995.5
2665,Villa,278.01,Reserved,1737288.42,South Valerie,26,,,221,69,10129.07
2666,Villa,183.75,Sold,2268593.29,Sandrachester,17,4924,2174,207,73,
2667,Apartment,270.38,Available,581644.48,Ricardoshire,0,,,42,169,9121.52
2668,Villa,250.06,Reserved,1391830.02,Lake Lauratown,23,224,6875,346,22,21396.04
2669,Commercial,296.62,Sold,218277.48,Port Colin,20,4653,7219,125,97,
2670,Villa,95.23,Available,1388370.86,South Morganview,0,,,172,25,5585.31
2671,Villa,400.58,Sold,398258.61,Port Yvetteview,5,4927,2005,376,136,
2672,Villa,314.68,Available,1008448.43,North Christopherside,22,,,182,35,25187.69
2673,Villa,352.43,Reserved,1273682.23,Williamsshire,23,,,14,34,44088.02
2674,Apartment,244.65,Under Construction,1502618.09,Carterview,25,,,111,86,46121.45
2675,Villa,287.03,Under Construction,1558257.02,West Travis,7,,,266,136,47774.74
2676,Studio,428.87,Available,972954.58,East Matthewview,21,6020,1500,361,167,35472.8
2677,Commercial,70.8,Under Construction,929069.51,East Kathleen,15,,,316,100,25898.86
2678,Apartment,381.62,Under Construction,1307811.39,Morrismouth,5,,,118,91,44401.85
2679,Commercial,42.89,Under Construction,1188007.04,Colebury,0,,,30,15,54276.42
2680,Commercial,128.09,Sold,127229.35,East Christine,29,2295,2351,265,52,
2681,Studio,214.86,Available,1775857.96,Zamorachester,27,,,49,165,28358.88
2682,Commercial,225.89,Sold,1691022.35,West Jessica,11,3743,2544,82,179,
2683,Villa,140.57,Under Construction,1892129.99,Christopherchester,23,,,104,82,10880.58
2684,Apartment,199.24,Under Construction,1657219.87,Haynesfort,18,,,53,108,50045.4
2685,Villa,363.49,Sold,1818129.72,Prattshire,19,4616,1211,267,176,
2686,Studio,184.02,Sold,349645.57,Lake Cherylton,29,6832,677,51,90,
2687,Villa,124.99,Reserved,2168842.85,Hermanstad,22,265,2091,248,71,51725.22
2688,Villa,429.9,Sold,236172.2,Sextonport,29,937,3960,305,109,
2689,Commercial,257.78,Reserved,1639273.46,North Daniel,8,,,69,69,43218.13
2690,Studio,302.2,Under Construction,1936527.91,North Melissa,9,,,252,106,22849.35
2691,Villa,109.46,Under Construction,551229.26,East Willie,25,,,71,77,2694.76
2692,Villa,180.38,Available,274772.92,Lake Stephanie,3,,,375,172,20646.34
2693,Apartment,295.71,Available,2241471.24,Steeleburgh,27,1143,5220,256,104,50697.12
2694,Villa,139.86,Sold,378503.7,North Melissa,27,1045,4064,245,1,
2695,Villa,115.12,Reserved,2428917.3,Port Charlesfurt,20,,,197,102,33869.52
2696,Apartment,110.74,Sold,2109828.08,North Traceyside,3,6252,6889,71,56,
2697,Villa,199.0,Under Construction,2253094.27,South Veronicaburgh,16,,,47,68,17119.27
2698,Apartment,198.19,Under Construction,1287122.02,Christophermouth,4,,,85,160,53771.69
2699,Studio,395.53,Under Construction,1457169.92,Kathyport,23,,,263,119,14862.98
2700,Studio,202.39,Sold,2440301.01,Lake Tony,3,2435,5511,336,33,
2701,Studio,287.23,Available,1963689.5,North Robertstad,7,,,273,67,28092.15
2702,Villa,255.78,Sold,1100937.57,South Paul,7,4323,1652,179,171,
2703,Studio,326.71,Available,2136103.98,Fergusonside,17,,,336,44,31427.09
2704,Villa,234.56,Available,883701.84,Jessicaview,8,,,323,180,12271.61
2705,Villa,424.79,Reserved,824395.31,East Mariaview,16,,,189,145,48440.1
2706,Studio,331.87,Available,1987748.12,Lake Allen,9,,,216,59,56332.55
2707,Villa,293.7,Available,2249978.34,Kevinside,2,,,39,20,11726.44
2708,Commercial,295.09,Reserved,1942075.25,Levineberg,1,,,35,19,17755.19
2709,Villa,342.41,Available,1957268.23,Stevensland,28,,,292,98,50208.9
2710,Apartment,164.85,Sold,1719936.15,East Janeburgh,22,5227,5352,303,167,
2711,Apartment,161.27,Sold,1860648.95,East Barbarashire,22,5577,2965,356,164,
2712,Commercial,227.13,Sold,1513983.72,Port David,4,5184,2868,121,126,
2713,Studio,207.57,Reserved,446858.17,Angelaborough,13,,,237,29,12325.71
2714,Apartment,67.19,Sold,1564278.07,North Shellyport,2,5339,6244,224,128,
2715,Apartment,387.18,Available,101050.22,New Dominictown,4,,,54,33,5841.89
2716,Commercial,224.85,Reserved,1857415.8,Emilyland,7,,,88,112,11147.04
2717,Studio,147.74,Available,618415.19,New Sarahland,30,,,267,160,25144.97
2718,Commercial,128.37,Reserved,913866.76,Tonifurt,9,2004,5458,354,106,44255.47
2719,Commercial,288.57,Available,248895.18,Port Jennahaven,7,1027,2860,15,87,38989.25
2720,Villa,232.99,Under Construction,2339685.66,West Crystalborough,24,,,85,135,18779.65
2721,Apartment,336.36,Sold,1840609.02,Port Tristan,15,1803,4352,242,127,
2722,Studio,126.92,Reserved,2262897.88,New Adriana,24,,,303,165,30488.63
2723,Villa,316.74,Available,407346.12,Matthewview,10,,,360,67,16952.63
2724,Commercial,278.23,Available,831616.81,New Andrea,20,,,370,88,30982.19
2725,Commercial,190.21,Reserved,1619356.8,Lopezchester,29,,,319,82,30254.43
2726,Apartment,36.91,Under Construction,1641718.05,New Rachael,12,,,194,130,26483.05
2727,Apartment,176.8,Reserved,280659.54,Loriton,19,,,200,167,14781.44
2728,Studio,127.87,Under Construction,2341655.27,Duranstad,28,,,14,124,27085.75
2729,Villa,52.46,Reserved,390100.87,Sheppardview,17,,,201,45,6583.9
2730,Studio,279.38,Sold,507222.65,East Brandon,2,4377,3594,395,12,
2731,Commercial,241.9,Available,956652.05,East Michael,18,,,179,138,48624.83
2732,Studio,168.0,Under Construction,1172750.43,Port Stacey,19,,,190,107,43834.56
2733,Villa,214.84,Available,1993378.06,Lake Joshuaport,10,,,219,180,40377.69
2734,Apartment,205.37,Sold,1284755.72,Cruzfort,4,1579,6311,174,83,
2735,Apartment,436.39,Under Construction,1670948.17,Brittanyhaven,15,,,303,74,54489.72
2736,Villa,109.18,Available,1233928.58,North Carlos,21,,,313,89,54702.38
2737,Commercial,168.88,Sold,2420777.29,Evanstown,14,2288,4484,159,117,
2738,Villa,75.29,Under Construction,2261544.37,New Seth,6,,,239,94,27822.3
2739,Apartment,65.6,Reserved,2204827.9,East Ryan,19,,,21,65,16612.53
2740,Commercial,44.23,Sold,382727.41,North Mark,4,2140,3353,379,78,
2741,Commercial,308.53,Available,2445638.15,New Sandra,27,,,366,167,8464.8
2742,Commercial,226.71,Under Construction,492559.55,New Nathan,8,,,272,155,45212.12
2743,Villa,83.99,Under Construction,637612.28,South Patricia,18,,,198,12,13391.55
2744,Villa,264.3,Under Construction,2189301.03,West Jill,25,,,388,29,31643.23
2745,Apartment,59.17,Available,1430302.88,New Austinshire,17,,,63,77,48256.22
2746,Apartment,89.84,Reserved,228142.48,Brianstad,13,,,54,144,12892.85
2747,Commercial,344.63,Under Construction,1499617.03,Port Hunterburgh,7,,,130,169,33354.49
2748,Apartment,138.53,Reserved,863979.66,West Justin,13,,,362,10,58021.33
2749,Villa,134.86,Under Construction,2259031.29,North Aaron,9,,,241,171,35670.83
2750,Villa,86.17,Available,1194915.33,Danieltown,5,,,315,127,57015.83
2751,Apartment,208.7,Available,2165297.08,Rogersshire,20,,,,149,16872.86
2752,Commercial,271.93,Available,2117437.54,Port Shannontown,30,,,293,45,55399.93
2753,Villa,236.62,Under Construction,1617235.85,Marcoland,23,,,388,174,2172.85
2754,Apartment,140.09,Under Construction,732844.65,Conwayborough,23,,,263,91,7422.59
2755,Villa,151.07,Reserved,836748.98,Nicoleton,5,,,246,128,58188.43
2756,Apartment,312.47,Reserved,1093712.44,Jenniferfort,11,,,191,170,59307.16
2757,Commercial,98.59,Available,1216325.43,Port Melissa,2,,,275,20,39529.61
2758,Commercial,58.07,Under Construction,1806647.2,New Paul,4,,,158,178,7792.31
2759,Studio,93.22,Reserved,441239.31,Alecmouth,22,,,303,2,55875.61
2760,Studio,318.54,Reserved,1655797.38,South Frankport,24,6974,4705,305,167,34218.62
2761,Studio,156.51,Reserved,1571179.78,Robinsonmouth,9,,,168,20,25788.68
2762,Studio,95.35,Sold,1739513.36,North Jodi,18,5171,7328,286,65,
2763,Studio,88.78,Sold,517138.02,Jeffersonside,10,2856,4132,213,35,
2764,Apartment,374.35,Sold,1667286.89,Port Desiree,14,6809,6310,292,26,
2765,Apartment,296.86,Sold,1074596.82,East Brian,3,5536,4117,266,166,
2766,Studio,199.46,Available,1741143.39,East Jenniferview,23,,,241,20,44920.32
2767,Apartment,246.74,Reserved,2424709.65,Brandyfort,30,,,75,154,57430.57
2768,Commercial,206.16,Available,2060524.52,Kristyfort,29,,,72,15,33509.53
2769,Studio,247.38,Available,184661.95,Alexanderland,11,,,175,175,35290.53
2770,Commercial,408.74,Sold,1961327.93,East Lawrence,5,4726,3042,221,23,
2771,Studio,361.32,Sold,441826.14,Daniellechester,16,2202,61,109,159,
2772,Commercial,183.76,Sold,621352.05,Jennifershire,11,6039,7415,254,42,
2773,Commercial,166.1,Sold,1469871.39,West James,2,4553,2617,350,36,
2774,Studio,186.39,Reserved,1423709.65,Lake Reneeburgh,8,,,197,90,27433.07
2775,Apartment,153.95,Reserved,283738.41,Christopherport,14,,,382,56,53726.63
2776,Studio,39.72,Available,54048.6,Smithmouth,4,,,346,60,49954.27
2777,Villa,448.68,Available,1831401.93,West Juliatown,17,,,314,40,2885.88
2778,Studio,129.08,Sold,2430965.62,Rebekahside,13,2796,3802,195,51,
2779,Villa,370.57,Reserved,1438659.62,Parkbury,16,,,242,71,15737.92
2780,Villa,40.96,Under Construction,101110.61,North Nicole,20,,,162,157,37494.89
2781,Studio,44.06,Reserved,2484393.85,Scottfurt,18,3933,5836,327,30,12636.26
2782,Apartment,329.94,Under Construction,429896.32,Gutierrezville,11,,,260,1,33325.42
2783,Studio,68.45,Reserved,1928607.14,Douglasland,15,,,219,161,35925.42
2784,Commercial,70.76,Available,2129036.16,Meyerborough,7,,,279,120,33727.08
2785,Commercial,417.46,Sold,2295727.27,Port Kimberly,6,4512,262,164,171,
2786,Villa,417.01,Available,240573.74,Hillfurt,3,,,210,148,9015.55
2787,Villa,444.9,Available,1244622.01,North Alyssatown,15,,,185,171,15816.42
2788,Commercial,354.41,Available,697498.79,Lake Joseph,29,,,43,69,44178.51
2789,Commercial,382.47,Sold,1971445.27,Williamsland,30,6746,7817,308,157,
2790,Commercial,148.73,Reserved,1033965.51,Michelemouth,16,,,277,176,25968.56
2791,Apartment,238.88,Sold,460063.49,West Anthonyport,19,446,7734,137,161,
2792,Villa,222.78,Available,1301418.33,Bensonborough,18,,,166,74,32839.12
2793,Villa,375.26,Available,1317469.52,Randymouth,8,,,323,142,15385.47
2794,Villa,310.2,Under Construction,2003419.65,Gonzalezchester,25,,,45,151,20523.56
2795,Studio,302.8,Reserved,409998.09,Jeffreytown,19,,,309,43,21831.73
2796,Villa,412.33,Under Construction,2282705.0,Stephenstown,28,,,46,117,35368.83
2797,Studio,326.48,Sold,2142337.77,Martinside,11,2340,2808,313,165,
2798,Commercial,432.8,Reserved,1250221.78,Georgebury,6,,,294,33,34571.39
2799,Villa,207.49,Available,226355.75,New Erikmouth,3,,,294,101,26522.6
2800,Villa,363.11,Sold,2021969.47,Summerschester,23,3820,3828,16,16,
2801,Villa,405.34,Sold,176093.43,North Tyler,14,1127,2045,57,138,
2802,Apartment,253.77,Sold,313190.0,Jensenbury,18,5636,6750,,78,
2803,Commercial,118.31,Sold,2255530.43,Huntstad,11,6130,5565,12,125,
2804,Commercial,241.17,Reserved,1908435.06,Smithshire,26,,,37,35,5734.28
2805,Studio,207.98,Available,1701888.69,New Manuelstad,15,,,56,72,9737.58
2806,Commercial,170.21,Sold,208142.12,Holtland,6,3281,7198,314,162,
2807,Studio,305.31,Reserved,2428683.58,East Taylor,10,,,23,102,49968.64
2808,Apartment,439.47,Reserved,2121731.75,Port Jenniferport,30,,,158,104,51601.36
2809,Apartment,274.53,Available,1319718.16,Christinaborough,14,,,399,119,25562.75
2810,Commercial,374.51,Under Construction,496065.65,South Anna,18,,,108,160,5261.05
2811,Villa,428.38,Sold,59256.55,Lake Marietown,22,243,7102,322,156,
2812,Villa,440.38,Under Construction,1835690.76,South James,18,,,173,40,21052.94
2813,Commercial,324.6,Under Construction,2053794.14,West Johnmouth,15,,,154,25,16231.0
2814,Studio,354.92,Sold,2020705.58,Lisaland,24,5850,691,184,1,
2815,Studio,138.48,Reserved,152719.57,West Adrianstad,23,,,141,36,13839.09
2816,Villa,118.27,Reserved,209839.11,Port Carlmouth,16,,,117,114,44108.43
2817,Apartment,192.69,Available,2216746.11,Lake Amyland,25,,,373,4,16625.92
2818,Villa,223.09,Available,1615592.7,East Robertton,13,,,356,82,52892.97
2819,Apartment,252.72,Under Construction,965135.34,Roberttown,20,,,29,111,52286.87
2820,Studio,163.75,Sold,244588.06,Kaitlynbury,25,1673,7915,178,67,
2821,Studio,219.69,Reserved,1973478.6,West Erikmouth,8,,,240,29,3785.29
2822,Villa,278.14,Sold,1506436.92,South Kathrynberg,26,6975,7474,124,92,
2823,Apartment,420.34,Reserved,751838.8,Annaview,1,,,233,43,18172.52
2824,Studio,217.8,Sold,924441.51,New Rachel,14,2088,5359,4,43,
2825,Villa,340.58,Under Construction,1622292.59,Brittneyfort,22,,,339,152,46017.42
2826,Studio,375.32,Sold,2311303.78,Port Steventown,14,926,928,195,34,
2827,Villa,213.84,Sold,2462508.6,West Jenniferburgh,22,5089,1029,144,45,
2828,Apartment,124.5,Available,1800194.65,Johnsonmouth,20,,,23,132,32972.54
2829,Commercial,374.01,Reserved,1218087.78,Ericland,11,3494,3713,293,46,47468.44
2830,Villa,421.02,Reserved,1844120.95,Kempport,16,,,324,161,47013.47
2831,Studio,62.88,Reserved,552146.27,East Gloriaville,17,,,279,168,58509.62
2832,Apartment,322.67,Available,1425550.09,Powellshire,16,,,285,151,23284.63
2833,Villa,53.42,Reserved,954382.97,Port Nicoleport,28,,,225,29,30936.95
2834,Apartment,122.76,Reserved,474185.14,Loribury,21,,,258,22,31488.16
2835,Apartment,278.15,Available,637798.9,North Brandon,17,2042,6514,8,94,36068.59
2836,Apartment,408.64,Under Construction,1209274.48,Barrettfurt,13,,,106,61,51728.63
2837,Villa,419.82,Available,276365.37,Jonesmouth,19,,,269,24,7557.07
2838,Villa,232.56,Sold,1490850.99,Matthewsfurt,8,3177,4482,364,54,
2839,Apartment,211.74,Under Construction,849804.39,Port Allisonside,2,,,366,130,39177.66
2840,Villa,35.86,Sold,2421779.54,West Andrew,23,5610,7850,271,170,
2841,Villa,131.31,Available,2296891.98,Guerreroshire,27,,,19,100,8322.86
2842,Commercial,133.81,Reserved,625440.57,West Matthew,20,,,173,168,59776.87
2843,Apartment,36.91,Available,1617113.61,New Elaine,17,4066,361,133,34,52441.82
2844,Apartment,313.99,Sold,938697.85,New Michael,9,6282,3078,316,6,
2845,Villa,432.7,Available,2239125.85,Lake Daniel,30,3314,6390,386,36,27169.39
2846,Apartment,272.93,Sold,2420422.01,New Barry,27,4450,4226,224,2,
2847,Villa,442.76,Available,1152067.03,North Jeffreyburgh,6,,,245,127,51146.3
2848,Studio,160.32,Under Construction,960941.54,West Julie,11,,,30,93,11559.67
2849,Studio,121.81,Under Construction,1659339.59,Kimborough,5,,,362,40,31625.33
2850,Commercial,130.92,Sold,1037128.56,East Maryhaven,30,5161,52,237,159,
2851,Villa,189.87,Available,2469032.5,East Christopherbury,0,,,186,176,51506.82
2852,Villa,196.01,Under Construction,2289095.62,South Edward,25,,,252,121,21872.85
2853,Apartment,312.18,Reserved,2418292.49,West Bradleyside,7,,,4,165,24636.17
2854,Commercial,317.15,Available,775013.34,Howardland,30,,,118,39,17446.11
2855,Commercial,273.28,Under Construction,2449198.27,Dixonhaven,25,,,86,145,28281.76
2856,Studio,424.12,Under Construction,2290190.62,East Heatherfurt,1,,,399,47,16718.23
2857,Apartment,201.76,Reserved,1626091.07,Rodriguezfurt,17,,,62,74,32046.66
2858,Villa,74.82,Under Construction,2484560.17,Cindyside,30,,,165,85,45653.93
2859,Commercial,216.64,Reserved,1564512.95,South Rhondashire,29,,,218,161,7079.22
2860,Studio,240.55,Reserved,2330539.42,West Victorialand,1,,,248,151,54002.86
2861,Commercial,175.01,Sold,1351851.27,New Paulaberg,30,6307,7474,14,86,
2862,Apartment,324.41,Available,883022.7,Youngchester,24,,,119,43,5762.99
2863,Villa,244.76,Under Construction,1524007.55,Davidmouth,27,,,120,82,2338.81
2864,Villa,74.66,Reserved,557862.08,Jensenmouth,20,,,167,118,22187.03
2865,Apartment,259.54,Available,769915.15,New Alexander,24,,,377,98,18018.66
2866,Studio,395.78,Reserved,405374.07,Lake Gregory,25,,,201,84,30736.69
2867,Apartment,430.42,Sold,1581282.46,Port Seth,6,429,3184,102,44,
2868,Villa,332.64,Sold,1106530.63,New Andrea,14,4011,5626,55,179,
2869,Apartment,43.27,Reserved,1633019.4,Davisbury,5,,,384,9,38651.61
2870,Villa,80.83,Available,1182291.3,New Kristin,15,,,242,128,55089.08
2871,Apartment,120.11,Under Construction,1179691.95,Davisshire,1,,,51,110,28743.98
2872,Villa,371.47,Reserved,2070210.88,East Ronaldland,26,3197,3659,381,169,46037.63
2873,Villa,186.66,Available,226490.47,Michaelfort,14,,,72,101,22270.01
2874,Studio,317.11,Reserved,1771729.11,Jeffreyborough,25,,,387,94,57970.01
2875,Villa,223.26,Sold,1599467.18,Leonburgh,15,2047,2329,221,127,
2876,Apartment,258.76,Sold,419015.47,West Lukeshire,5,5163,2554,90,146,
2877,Studio,226.4,Sold,1384846.13,South Alexandriabury,30,3,6285,277,87,
2878,Apartment,429.56,Under Construction,948020.68,Michaeltown,2,,,207,8,58845.75
2879,Commercial,260.05,Under Construction,644049.65,Alvaradochester,20,,,67,30,13116.53
2880,Studio,93.8,Under Construction,1159685.53,Ashleyland,24,,,91,5,3271.73
2881,Commercial,219.69,Available,2471591.5,Timothyburgh,26,,,268,19,40866.19
2882,Villa,350.31,Available,341563.21,New Yeseniafurt,10,,,90,80,29439.85
2883,Studio,153.78,Sold,2240538.94,North Nicholas,6,6433,667,53,128,
2884,Villa,110.24,Reserved,1173896.65,New Aimeeberg,30,,,42,90,36106.77
2885,Studio,248.33,Under Construction,2084096.64,Lake Oliviahaven,13,,,250,168,15424.28
2886,Apartment,191.62,Sold,1990606.53,Patrickport,2,1092,3337,93,67,
2887,Studio,254.15,Reserved,1035187.59,New Melissaland,3,,,227,17,3707.67
2888,Studio,347.65,Reserved,2431846.09,Lake Dennis,9,,,389,49,37976.65
2889,Apartment,390.46,Reserved,1316345.57,Hallberg,17,,,304,7,15437.5
2890,Villa,40.99,Under Construction,1650825.76,Mcdonaldberg,2,,,161,40,30600.31
2891,Villa,359.57,Sold,1751971.92,Adamview,21,4622,2844,331,167,
2892,Villa,445.0,Reserved,1300265.83,Lynchview,13,,,302,154,26776.14
2893,Apartment,154.0,Under Construction,1218310.16,West Louischester,28,,,100,48,52626.55
2894,Studio,52.61,Available,2445855.12,Dylanport,16,,,166,55,59611.82
2895,Studio,283.1,Reserved,862283.3,Port Alexanderview,25,,,272,94,14936.84
2896,Villa,149.74,Reserved,172758.29,North Megan,24,,,322,119,29556.44
2897,Villa,58.79,Reserved,1810261.83,Abbottstad,30,,,101,169,23571.91
2898,Villa,117.74,Sold,1384891.22,South Antonio,18,4739,7655,3,154,
2899,Commercial,439.11,Sold,1753071.07,New Jill,5,5928,6955,13,3,
2900,Apartment,239.07,Available,1953440.03,Dunlapside,4,,,187,117,44773.64
2901,Villa,405.07,Sold,551438.92,Martinezmouth,3,5205,7689,24,85,
2902,Villa,391.43,Under Construction,787513.91,West Lisa,6,,,263,9,56577.94
2903,Villa,151.64,Reserved,2320778.93,New Crystalmouth,11,,,211,121,57899.86
2904,Villa,95.38,Available,2437524.71,Emilytown,9,6121,1019,100,81,6971.93
2905,Studio,125.71,Sold,1138213.51,North Michele,1,3265,1656,72,109,
2906,Villa,447.34,Reserved,1246979.48,South Charles,23,,,141,81,33923.75
2907,Studio,323.19,Sold,2422319.22,North Grantfurt,0,6437,6892,151,66,
2908,Commercial,360.09,Available,599177.31,East Alicia,2,,,35,12,19573.47
2909,Commercial,75.52,Available,1628908.29,Dianechester,18,,,32,136,12482.94
2910,Apartment,141.82,Under Construction,2225878.46,East David,8,,,34,170,20951.83
2911,Studio,270.16,Reserved,1024036.72,North Jennifer,13,,,235,52,6293.81
2912,Commercial,185.59,Reserved,1049767.1,Robinsonfort,26,,,381,77,53950.66
2913,Apartment,169.65,Under Construction,979140.74,West Richardtown,23,,,13,31,47408.01
2914,Villa,349.97,Reserved,2005798.93,South Markview,19,,,18,88,57318.7
2915,Villa,365.16,Available,1048640.1,Rodriguezfort,28,,,57,92,49647.49
2916,Commercial,246.1,Under Construction,730399.38,Lake Kelly,6,,,213,8,19569.19
2917,Villa,127.89,Available,405232.75,West Amy,30,,,147,90,12700.44
2918,Commercial,61.22,Available,2226704.62,New Royberg,28,,,44,152,55998.45
2919,Studio,278.51,Under Construction,2109199.41,Pamelaview,30,,,163,34,12647.12
2920,Apartment,409.19,Available,1290585.82,Port George,10,,,118,62,5895.57
2921,Apartment,93.64,Reserved,806992.33,Rebeccahaven,3,,,343,9,4526.34
2922,Villa,163.36,Under Construction,196829.56,Port Sandra,5,,,226,171,15689.6
2923,Studio,145.25,Sold,2486203.99,Sanchezhaven,26,2261,1120,266,172,
2924,Commercial,132.75,Reserved,636006.8,Monicaton,27,,,159,170,41833.76
2925,Commercial,391.63,Sold,998285.76,East Heather,30,1780,6958,107,41,
2926,Studio,398.38,Available,883347.95,Mendozabury,22,,,12,58,13426.92
2927,Commercial,171.8,Sold,1542923.12,Georgetown,14,2370,885,245,132,
2928,Commercial,187.36,Available,1698589.82,East Brittanymouth,20,,,337,58,15742.28
2929,Commercial,325.91,Available,901223.99,South Louis,11,,,245,21,28440.37
2930,Apartment,266.46,Reserved,1731251.26,Williamborough,16,,,248,54,15845.39
2931,Commercial,381.92,Under Construction,1818514.74,East Danielstad,14,,,239,132,15577.68
2932,Commercial,439.61,Available,1678752.63,Ortegatown,19,3115,2480,266,80,28240.76
2933,Villa,100.37,Sold,1356391.46,Port Dianetown,1,6347,5001,36,123,
2934,Apartment,103.38,Available,1102254.61,Christophermouth,2,,,132,48,25705.33
2935,Apartment,333.77,Sold,521338.79,Bakerville,17,6091,4528,118,166,
2936,Apartment,376.08,Reserved,849024.2,East Biancaberg,23,,,336,60,27751.34
2937,Villa,355.52,Reserved,1582211.38,East Davidhaven,29,,,,32,19865.47
2938,Apartment,195.27,Under Construction,799177.69,Hudsonton,5,,,127,104,36496.67
2939,Commercial,173.04,Available,1827959.35,South Carlafort,25,,,114,112,35627.66
2940,Apartment,95.47,Reserved,810158.12,West Kevintown,23,,,226,142,14843.95
2941,Apartment,196.98,Available,1314161.01,Port Henryfort,3,,,235,69,31392.25
2942,Villa,348.13,Sold,513471.07,Markville,4,4407,4824,78,24,
2943,Apartment,427.79,Reserved,889970.51,Whiteborough,4,,,261,38,19414.43
2944,Villa,319.35,Available,2023515.74,East Patriciahaven,0,3302,6848,113,91,23951.36
2945,Apartment,344.94,Under Construction,2215153.09,Horntown,2,,,282,19,46474.61
2946,Villa,49.19,Available,2077053.83,Matthewston,30,,,64,162,46919.9
2947,Studio,312.76,Reserved,1912054.93,West Melissa,28,495,4933,128,143,58806.67
2948,Apartment,213.91,Sold,214696.93,Joshualand,27,5600,5693,158,74,
2949,Commercial,226.27,Under Construction,163762.46,West Mathew,25,,,309,91,19066.52
2950,Studio,278.56,Under Construction,808576.09,Evansfort,19,,,127,178,41752.92
2951,Commercial,376.12,Under Construction,1080075.99,West Jeanette,10,,,134,91,54208.0
