"portfolio_id","portfolio_name","description","reg_date","fees_amount"
"363","Growth YK","Show serious which learn leave only agree break attack.","2025-03-07","7415.54"
"364","LongTerm RS","Son include good movie red enjoy expert.","2023-03-09","8638.64"
"365","Balanced RV","Away use live government thus especially water raise.","2021-05-29","14180.51"
"366","Speculative FV","Dog drug enter director strong student.","2022-10-27","6405.44"
"367","Balanced JX","Build bad what manage according.","2024-05-25","14456.67"
"368","Balanced XN","Manage world to than make worker trouble exactly.","2021-09-06","13674.91"
"369","Income ID","Son long must maybe hour rather company with recently least.","2025-08-27","3741.08"
"370","Income AA","Here beyond gun technology cost enjoy.","2022-01-31","1971.06"
"371","Speculative EN","Hand material decision red head take evidence conference.","2020-11-27","2410.89"
"372","Speculative KR","Sport result sound new task cultural son.","2021-01-23","1255.11"
"373","Income EZ","Computer matter yet support.","2024-03-10","2322.2"
"374","LongTerm IU","Size feel no nothing huge real art sport.","2023-11-05","10562.09"
"375","Balanced CV","Employee growth newspaper special general in go quickly.","2024-12-10","1996.64"
"376","Speculative MK","Practice Mrs without expect foot member simple land bad party.","2023-09-26","5465.66"
"377","LongTerm OJ","Political up instead partner if trade.","2020-06-18","12828.25"
"378","Growth KV","Finish president report painting house thought sit.","2022-11-18","1325.81"
"379","Balanced VL","Whole including contain age road product wait red bag cold.","2020-09-01","12402.56"
"380","Balanced GE","Nature ago however share bar energy choice pressure those.","2022-06-04","4945.97"
"381","Income OP","Kitchen call money color along ground trip.","2023-11-04","2654.31"
"382","Speculative DI","Nature career way much opportunity lead see.","2024-08-03","10754.32"
"383","LongTerm BH","Finally girl music source kind hand employee field a spring.","2020-12-13","9805.2"
"384","LongTerm WS","Movement reach man sense federal she something others someone.","2024-06-15","13284.61"
"385","Balanced XM","Think join economic resource position stock determine bad.","2025-02-09","11290.99"
"386","Speculative PH","Space range expect sea speak include table consumer face PM pay.","2022-02-08","12248.73"
"387","Speculative SN","Could affect anyone movement control bill especially resource road.","2021-10-09","4948.48"
"388","Speculative FJ","Management game find son.","2022-12-13","3484.15"
"389","Income DS","Form such weight argue simply.","2020-05-25","11508.61"
"390","LongTerm IE","Court success stage stock business should.","2021-11-28","12295.69"
"391","Speculative YX","East yes current same behind program decade home which.","2022-07-16","14867.07"
"392","Income KO","Seat near business loss federal.","2022-11-09","6776.65"
"393","Growth DQ","Wind door its address some once.","2023-02-27","6208.25"
"394","Balanced YP","Why ok real read.","2021-02-09","11869.78"
"395","LongTerm XX","Eat matter rather full wide.","2025-02-09","5771.25"
"396","LongTerm DD","Popular red social call discussion word small series.","2023-07-11","14030.6"
"397","Balanced UM","Ready group care together.","2023-12-02","13017.78"
"398","Growth TC","Far recent couple cost girl run every story trial never.","2020-05-17","7005.92"
"399","Income HJ","Fast enjoy happen a point here control affect task.","2025-01-24","11512.19"
"400","Balanced PU","Probably much hold model marriage.","2024-06-25","11563.6"
